@relation group4
@attribute class {'X1','X2','X3','X4'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@attribute Rhythmic_Looseness numeric
@data
'X3',0.3333,0.3333,1,1,3,2,3,3,3,5,69,71,0.6667,0.3333,0,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X3',0.3333,0.3333,1,1,4,5,3,3,3,7,67,70,0.6667,0.3333,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25,0
'X3',0.3333,0.3333,1,1,2,9,3,3,3,3,69,70,1,0,0,1,3,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,2,3,0,60,80,1.333,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.4995,0.3536,0.5556,1.25,2.25,0
'X3',0.3333,0.3333,0.5,0.5,5,7,5,5,5,10,67,67,1,0,7,4,2,0,4.6,5,1,0.2,1,0.6,0.2,0.2,0.2,0,0.2,0,0.2,0,0.2,0,0,0,0,0.75,2,8,1,40,48,1.2,0.4,0.4,1,0.8,3,3,3,0.3333,0.04702,1.5,0,0.2917,0.1021,0.5,0.25,0,0.6495,0.5755,0.6316,2,4.75,0
'X3',0.3333,0.3333,0.5,0.5,7,7,5,5,5,9,69,67,1,0,9,3,1,5,4.2,4,5,0.4,0.5,0.6,0.2,0,0,0.2,0.4,0,0.2,0,0,0,0,0,0,0.5,2,8,1,120,60,2,0.3636,0.2727,1.333,0.6364,3,5,3,1,0.03953,2,0,0.4583,0.1021,0.5,0.25,0,0.4495,0.1118,0.2667,3.25,3.75,0
'X3',0.4286,0.4286,0.6667,0.6667,7,7,4,4,4,7,67,64,1,0,7,3,2,2,3,5,2,0.3333,0.5,0.6667,0.1667,0,0.3333,0.3333,0,0,0.1667,0,0,0,0,1,0,0.6,1.667,3.667,2.333,120,60,2,0.2667,0.2,1.333,0.4667,4,8,4,0.75,0.03145,2.333,0,0.3929,0.1519,0.5,0.125,0,0.3745,0.1581,0.2667,3.25,3.75,0
'X3',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X3',0.4,0.4,1,1,2,2,3,3,3,4,69,69,1,0,9,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,2,2,2,120,80,1.5,0.4286,0.2857,1.5,0.7143,4,4,4,0.5,0.04329,1.667,0,0.4,0.2236,0.75,0.25,0,0.312,0.125,0.3333,2.5,3,0
'X3',0.3333,0.3333,1,1,3,4,3,3,3,7,69,72,0.6667,0.3333,0,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,160,0,160,1,0,0,1,1,1,1,1,0.07881,3,0,0.2083,0.07217,0.25,0.125,0,0.187,0.08839,0.6154,1.125,1.625,0
'X3',0.4,0.4,0.5,0.5,5,7,4,4,4,8,71,75,0.4,0.6,11,3,2,8,6.25,3,6,0.5,0.5,0.25,0,0,0.25,0,0,0,0.25,0.5,0,0,0,0,0,0.5,1.333,5.667,2,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0.5,0.04024,2.5,0,0.3,0.1118,0.5,0.25,0,0.312,0.125,0.4,2,2.5,0
'X3',0.3333,0.3333,0.5,0.5,2,7,5,5,5,9,69,71,0.6667,0.3333,9,5,1,5,5.2,3,2,0.4,1,0.4,0,0,0.2,0,0.4,0,0.4,0,0,0,0,0,0,0.6,1.667,6.333,3,60,48,1.25,0.3,0.2,1.5,0.5,4,5,5,0.4,0.03655,2,0,0.4167,0.3028,1,0.25,0,0.4495,0.326,0.2857,3,3.5,0
'X3',0.25,0.25,1,1,1,4,4,4,4,8,66,69,0.75,0.25,2,2,0,1,4.333,3,3,0.3333,1,0.3333,0,0.3333,0.3333,0.3333,0,0,0,0.3333,0,0,0,0,0,0.3333,3,5,0,40,48,1.2,0.25,0.25,1,0.5,4,4,4,0.5,0.03903,1.333,0,0.5625,0.3146,1,0.25,0,0.5828,0.3819,0.3077,2.75,3.25,0
'X3',0.5,0.5,1,1,4,4,2,2,2,4,74,76,0,1,2,1,2,4,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6667,1.5,4,2,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.3125,0.125,0.5,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X3',0.5,0.5,0.5,0.5,3,4,3,3,3,7,74,74,0.25,0.75,2,2,1,4,3.667,2,1,0.6667,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.3333,3,4,2,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2,0
'X3',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,71,70,1,0,11,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,160,1.667,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.375,0.125,0.5,0.25,0,0.312,0.08839,0.4706,1.625,2.125,0
'X3',0.25,0.25,1,1,3,3,4,4,4,7,64,67,1,0,4,3,1,3,4,3,1,0.3333,1,0.6667,0,0,0,0.6667,0.3333,0,0,0,0,0,0,1,0,0.3333,3,7,0,96,120,1.25,0.3333,0.3333,1,0.6667,3,3,3,0.3333,0.04522,4,0,0.2188,0.0625,0.25,0.125,0,0.2078,0.07217,0.5333,1.375,1.875,0
'X3',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,68,68,1,0,8,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,1,0,0,1,48,60,1.25,0.25,0.25,1,0.5,4,4,4,0.25,0.03903,2,0,0.375,0.25,0.75,0.25,0,0.4162,0.2887,0.4,2,2.5,0
'X3',0.5,0.5,0.5,0.5,5,7,3,3,3,5,74,72,0.5,0.5,2,2,2,0,2.667,3,3,0.3333,1,0.6667,0.3333,0,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0.5,2,5,1,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25,0
'X3',0.375,0.375,0.6667,0.6667,3,2,4,4,4,8,74,74,0.25,0.75,2,2,1,2,3.571,5,3,0.2857,1,0.2857,0.1429,0,0.2857,0.1429,0.2857,0,0,0.1429,0,0,0,0,0,0.6667,1.5,5,3,120,80,1.5,0.3,0.25,1.2,0.55,5,5,5,0.6,0.03698,2.667,0,0.25,0,0.25,0.25,0,0.2495,0,0.3333,2.5,3,0
'X3',0.4,0.4,0.5,0.5,3,4,4,4,4,7,72,72,0.8,0.2,0,3,1,2,3.5,4,1,0.25,1,0.5,0,0,0.25,0.5,0.25,0,0,0,0,0,0,1,0,0.5,2,5.5,4,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0.5,0.04024,2.5,0,0.3,0.1118,0.5,0.25,0,0.312,0.125,0.4,2,2.5,0
'X3',0.5,0.5,0.3333,0.3333,5,2,4,4,4,7,72,71,0.8333,0.1667,0,4,1,2,3,3,1,0.4,1,0.4,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0.6,1.667,4.333,2,120,80,1.5,0.4286,0.2857,1.5,0.7143,4,4,4,0.75,0.04329,2,0,0.4583,0.5103,1.5,0.25,0,0.4995,0.559,0.2667,3.25,3.75,0
'X3',0.3333,0.3333,1,1,3,5,3,3,3,8,71,74,0.3333,0.6667,2,2,1,5,6.5,2,3,0.5,1,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,2,5,0,90,120,1.333,0.5,0.5,1,1,2,2,2,0.5,0.05555,3,0,0.3055,0.1735,0.5,0.1665,0,0.3328,0.2358,0.5218,1.416,1.917,0
'X3',0.25,0.5,1,0.5,5,5,4,4,3,12,62,68,0.75,0.25,2,2,2,4,8.333,3,5,0.3333,1,0.6667,0,0,0,0.3333,0,0,0,0.3333,0,0.3333,0,0,0,0.6667,1.5,6.5,0,80,120,1.5,0.4,0.4,1,0.8,3,3,3,0.3333,0.04702,2,0,0.4375,0.125,0.5,0.25,0,0.4162,0.1443,0.3636,2.25,2.75,0
'X3',0.5,0.5,0.5,0.5,2,7,3,3,3,5,69,70,0.75,0.25,9,2,2,5,4,2,3,0.6667,0.5,0,0,0,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0.6667,1.5,5,2,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5,0
'X3',0.5,0.5,0.5,0.5,7,2,3,3,3,9,74,72,0.25,0.75,2,2,2,2,6,3,5,0.3333,1,0.3333,0,0,0.3333,0,0,0,0.3333,0.3333,0,0,0,0,0,0.3333,1.5,8,3,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.52,1.583,2.083,0
'X3',0.3,0.3,1,1,5,7,5,5,5,9,69,71,0.6,0.4,2,5,1,2,4.222,4,3,0.3333,1,0.3333,0,0,0.3333,0.1111,0.3333,0,0.2222,0,0,0,0,0,0,0.5556,1.286,4.714,4,80,40,2,0.1905,0.1429,1.333,0.3333,5,9,6,0.5,0.02824,2.5,0,0.3625,0.224,0.75,0.125,0,0.3745,0.2339,0.2162,4.125,4.625,0
'X3',0.6,0.6,0.3333,0.3333,2,2,3,3,3,4,74,75,0,1,2,1,3,2,2,3,2,0.5,0.5,0.5,0.25,0,0.5,0.25,0,0,0,0,0,0,0,0,0.2,0.6667,3,4,2,60,80,1.333,0.2857,0.2857,1,0.5714,5,5,5,0.4,0.03694,1.667,0,0.5,0.25,0.75,0.25,0,0.437,0.2394,0.2857,3,3.5,0
'X3',0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,3,2,2,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,2,4,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2,0
'X3',0.5,0.5,0.5,0.5,2,11,3,3,3,3,71,70,1,0,11,1,3,0,1,3,1,0.3333,1,0.3333,0.3333,0.3333,0.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,48,2.5,0.4,0.2,2,0.6,4,4,4,0.5,0.04137,1.333,0,0.5625,0.3146,1,0.25,0,0.4162,0.1443,0.3077,2.75,3.25,0
'X3',0.4,0.4,0.5,0.5,3,2,4,4,4,7,72,72,0.6,0.4,0,3,1,0,3,4,2,0.25,1,0.75,0.25,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0.6667,1.5,4.5,1,80,120,1.5,0.2857,0.2857,1,0.5714,5,5,5,0.4,0.03694,1.667,0,0.3,0.1118,0.5,0.25,0,0.437,0.2394,0.5,1.75,3,0
'X3',0.8,0.8,0.25,0.25,4,4,2,2,2,4,67,67,1,0,7,1,2,0,1,2,4,0.75,0.3333,1,0.75,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,40,48,1.2,0.3333,0.3333,1,0.6667,4,4,4,0.5,0.0412,1.667,0,0.4,0.3354,1,0.25,0,0.437,0.375,0.3333,2.5,3,0
'X3',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2,0
'X3',0.6667,0.6667,0.25,0.25,2,2,3,3,3,4,74,74,0.1667,0.8333,2,1,3,2,1.2,2,2,0.6,0.6667,0.4,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0.3333,3,2,1.333,44,69,1.568,0.1667,0.1667,1,0.3333,4,8,8,0.125,0.0288,2,0,0.3333,0.1021,0.5,0.25,0,0.3495,0.1046,0.3333,2.5,3,0
'X3',0.25,0.25,1,1,5,2,5,5,5,11,67,72,0.5,0.5,0,3,2,4,5.286,5,2,0.4286,0.3333,0.7143,0,0,0.1429,0.4286,0.1429,0,0.1429,0,0.1429,0,0,0,0,0.4286,1.75,7.5,4.333,40,69,1.725,0.1333,0.1333,1,0.2667,6,9,9,0.4444,0.02667,2,0,0.4844,0.4553,1.5,0.125,0,0.4817,0.4917,0.2051,4.375,4.875,0
'X3',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,71,70,1,0,11,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25,0
'X3',0.5,0.5,0.5,0.5,9,9,3,3,3,14,71,70,0.75,0.25,11,2,2,5,9.333,3,4,0.3333,1,0,0,0,0,0,0.3333,0,0,0.3333,0,0,0.3333,0,0,0.3333,1.5,11.5,3,54,80,1.481,0.2,0.2,1,0.4,5,5,5,0.4,0.0348,2,0,0.4062,0.1197,0.5,0.25,0,0.3745,0.125,0.381,2.125,2.625,0
'X3',0.6,0.6,0.3333,0.3333,8,4,3,3,3,8,74,71,0.4,0.6,2,2,2,0,2,3,1,0.5,0.5,0.75,0.5,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0.6,0.03903,1.667,0,0.4,0.1369,0.5,0.25,0,0.437,0.125,0.3333,2.5,3,0
'X3',0.3333,0.3333,1,1,7,7,3,3,3,9,62,67,1,0,2,2,1,2,5.5,2,7,0.5,1,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,2,9,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2,0
'X3',0.5,0.5,0.5,0.5,2,2,3,3,3,3,64,65,1,0,4,1,3,0,1.333,3,1,0.3333,1,0.6667,0.3333,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0.5,2,3,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.3125,0.125,0.5,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X3',0.2,0.2,1,1,1,4,5,5,5,8,66,69,0.8,0.2,2,3,0,2,5.5,4,3,0.25,1,0.25,0,0,0.25,0,0.25,0,0.25,0.25,0,0,0,0,0,0.5,1.333,6.667,0,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0.6667,0.04891,2.5,0,0.3,0.1118,0.5,0.25,0,0.2495,0,0.4,2,2.5,0
'X3',0.6,0.6,0.6667,0.6667,2,2,2,2,2,2,69,69,1,0,9,1,2,0,0.5,2,2,0.75,0.3333,0.75,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0.6,0.03903,2.5,0,0.35,0.1369,0.5,0.25,0,0.3745,0.1443,0.3636,2.25,2.75,0
'X3',0.4,0.4,0.5,0.5,7,9,4,4,4,10,71,69,0.8,0.2,11,2,1,3,6,4,1,0.25,1,1,0,0,0,0.5,0,0,0.25,0,0.25,0,0,1,0,0.5,1.333,6.667,3,69,120,1.739,0.2222,0.2222,1,0.4444,6,6,6,0.1667,0.03345,2.5,0,0.325,0.1425,0.5,0.125,0,0.3433,0.1573,0.381,2.125,2.625,0
'X3',0.3333,0.3333,1,1,5,5,3,3,3,7,64,68,1,0,4,3,0,2,4.5,2,5,0.5,1,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,2,7,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X3',0.4286,0.4286,0.3333,0.3333,3,2,5,5,5,8,62,63,1,0,2,3,1,3,4,4,1,0.3333,1,0.6667,0,0,0.1667,0.6667,0,0,0,0.1667,0,0,0,1,0,0.3333,1.5,5,3,120,80,1.5,0.3333,0.2667,1.25,0.6,4,5,4,0.5,0.03859,3.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.3636,2.25,2.75,0
'X3',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,64,64,1,0,4,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.5,0.433,1,0.25,0,0.2495,0,0.4,2,2.5,0
'X3',0.4,0.4,1,1,1,11,3,3,3,5,71,70,1,0,0,2,2,0,1.5,3,1,0.5,0.5,0.5,0.5,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0.5,2,1,1,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0.6667,0.04891,2.5,0,0.275,0.0559,0.375,0.25,0,0.2495,0,0.4211,1.875,2.375,0
'X3',0.5,0.5,0.5,0.5,7,2,3,3,3,9,74,72,0.25,0.75,2,2,2,2,6,3,5,0.3333,1,0.3333,0,0,0.3333,0,0,0,0.3333,0.3333,0,0,0,0,0,0.6667,1.5,5.5,3,90,120,1.333,0.3333,0.3333,1,0.6667,3,3,3,0.3333,0.04522,2,0,0.3541,0.2668,0.75,0.1665,0,0.2217,0.04821,0.4138,1.916,2.417,0
'X3',0.5,0.5,0.5,0.5,1,7,3,3,3,8,72,73,0.75,0.25,0,2,2,7,5,2,6,0.6667,0.5,0.6667,0,0.3333,0.3333,0,0,0,0.6667,0,0,0,0,0,0,0.6667,3,8,2,90,120,1.333,0.3333,0.3333,1,0.6667,3,3,3,0.3333,0.04522,4,0,0.2291,0.04175,0.25,0.1665,0,0.2217,0.04821,0.5218,1.416,1.917,0
'X3',0.4286,0.4286,0.6667,0.6667,3,9,4,4,4,5,71,72,0.5714,0.4286,11,2,3,3,2.5,4,3,0.5,0.3333,0.8333,0.1667,0,0.1667,0.6667,0,0,0,0,0,0,0,3,0,0.6,1.25,2.75,2,120,48,2.5,0.4,0.2,2,0.6,3,5,3,0.6667,0.03983,1.4,1.237,0.6071,0.3181,1.25,0.25,0,0.6662,0.3028,0.1905,4.75,5.25,0
'X3',0.4,0.6,0.5,0.3333,12,3,4,4,3,12,67,62,1,0,7,2,1,3,7,4,2,0.25,1,0.5,0,0,0,0.25,0.25,0,0,0.25,0,0.25,0,0,0,0.75,2,10,3,48,60,1.25,0.2857,0.2857,1,0.5714,5,5,5,0.2,0.03694,1.667,0,0.4,0.2236,0.75,0.25,0,0.3745,0.25,0.3333,2.5,3,0
'X3',0.6,0.6,0.3333,0.3333,5,4,3,3,3,5,76,74,0.4,0.6,4,2,2,0,2.5,4,1,0.25,1,0.5,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.6667,3,5,2,120,80,1.5,0.4286,0.2857,1.5,0.7143,4,4,4,0.5,0.04329,2.5,0,0.25,0,0.25,0.25,0,0.312,0.125,0.5,1.5,2.5,0
'X3',0.5,0.5,1,1,2,2,2,2,2,2,74,75,0,1,2,1,2,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25,0
'X3',0.3333,0.3333,0.6667,0.6667,2,9,6,6,5,12,71,69,0.8889,0.1111,11,4,1,0,3.5,6,2,0.25,1,0.5,0.25,0,0.25,0.125,0.125,0,0.125,0.125,0,0,0,0,0,0.6667,1.5,5.75,1.667,120,69,1.739,0.1875,0.125,1.5,0.3125,5,10,10,0.3,0.02634,2.25,0,0.2639,0.09772,0.5,0.125,0,0.3589,0.279,0.4242,1.875,4.125,0
'X3',0.3333,0.3333,1,1,3,7,3,3,3,5,67,69,1,0,0,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.1667,0.07217,0.25,0.125,0,0.1245,0,0.6667,0.9995,1.5,0
'X3',0.4,0.4,0.5,1,11,11,4,4,3,14,71,69,0.8,0.2,0,1,3,0,7.25,4,3,0.25,1,0.75,0.25,0,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0.6667,1.5,8.5,1,80,120,1.5,0.375,0.25,1.5,0.625,5,5,5,0.4,0.03903,1.667,0,0.4,0.1369,0.5,0.25,0,0.3745,0.1443,0.3333,2.5,3,0
'X3',0.25,0.25,1,1,1,2,4,4,4,5,71,73,0.5,0.5,0,2,2,2,3,2,3,0.6667,0.5,0,0,0,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0.6667,3,4,0,80,60,1.333,0.5,0.25,2,0.75,3,3,3,0.3333,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25,0
'X3',0.7143,0.7143,0.4,0.4,2,2,2,2,2,2,69,68,1,0,9,1,2,0,0.3333,2,2,0.8333,0.2,0.8333,0.8333,0,0.1667,0,0,0,0,0,0,0,0,0,0,1,0,0,1,80,48,1.667,0.2857,0.2143,1.333,0.5,5,5,5,0.4,0.03606,2.333,0,0.3571,0.1336,0.5,0.25,0,0.3745,0.1369,0.2857,3,3.5,0
'X3',0.375,0.375,0.6667,0.6667,4,4,5,5,5,7,67,69,0.875,0.125,7,4,2,1,2.857,4,1,0.2857,1,0.4286,0.1429,0.2857,0.5714,0,0,0,0.2857,0,0,0,0,0,0,0.3333,2,4.333,1.667,120,44,2.727,0.2,0.1333,1.5,0.3333,4,10,10,0.3,0.02667,2,0,0.4688,0.2566,1,0.125,0,0.4638,0.2768,0.2105,4.25,4.75,0
'X3',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,71,72,0.6667,0.3333,11,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,40,60,1.5,0.3333,0.3333,1,0.6667,3,3,3,0.6667,0.04522,1,0,0.75,0.25,1,0.5,0,0.7495,0.3536,0.3077,2.75,3.25,0
'X3',0.6,0.6,0.3333,0.3333,2,2,3,3,3,4,74,75,0,1,2,1,3,0,1.5,3,2,0.5,0.5,0.75,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0.5,2,4,1,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0.5,0.04024,2.5,0,0.35,0.1369,0.5,0.25,0,0.312,0.125,0.3636,2.25,2.75,0
'X3',0.5,0.5,0.5,0.5,2,2,3,3,3,5,74,75,0,1,2,2,2,0,2.333,3,2,0.3333,1,0.3333,0.3333,0,0.3333,0,0.3333,0,0,0,0,0,0,0,0,0.5,2,2,1,80,60,1.333,0.5,0.25,2,0.75,3,3,3,0.3333,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25,0
'X3',0.4286,0.4286,0.6667,0.6667,2,2,4,4,4,7,67,66,1,0,7,3,3,2,3.333,5,2,0.3333,0.5,0.5,0.1667,0,0.3333,0.1667,0.1667,0,0.1667,0,0,0,0,0,0,0.6,1.667,5,2.667,48,80,1.667,0.1875,0.1875,1,0.375,5,8,8,0.125,0.02981,2.333,0,0.3214,0.1417,0.5,0.125,0,0.3328,0.1514,0.3077,2.75,3.25,0
'X3',0.6667,0.6667,0.5,0.5,4,4,2,2,2,4,76,74,0.3333,0.6667,4,1,2,0,2,2,4,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,80,40,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1,0,0.6667,0.1443,0.75,0.5,0,0.7495,0,0.3333,2.5,3,0
