@relation group4
@attribute class {'X1','X2','X3','X4'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@attribute Rhythmic_Looseness numeric
@data
'X4',0.3333,0.3333,1,1,6,6,3,3,3,7,72,76,0.3333,0.6667,0,2,1,1,3.5,2,5,0.5,1,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.4167,0.2887,0.75,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X4',0.3333,0.3333,1,1,4,5,3,3,3,7,67,70,0.6667,0.3333,2,2,1,3,5,2,4,0.5,1,1,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,2,3,0,120,60,2,0.6742,0.3258,2.069,1,2,2,2,1,0.05887,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X4',0.5,1,1,1,12,0,2,2,1,12,60,66,1,0,0,1,1,12,12,1,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.625,0.1768,0.75,0.5,0,0.4995,0,0.4444,1.75,2.25,0
'X4',0.3333,0.3333,1,1,7,2,3,3,3,9,67,72,0.3333,0.6667,2,2,1,2,5.5,2,7,0.5,1,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,2,9,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',0.25,0.25,1,1,2,7,4,4,4,5,67,69,1,0,0,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.6583,0.3417,1.926,1,2,2,2,0.5,0.0583,2,0,0.375,0.25,0.75,0.25,0,0.2495,0,0.4,2,2.5,0
'X4',0.25,0.25,1,1,2,2,4,4,4,5,62,64,1,0,2,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.6664,0.3336,1.998,1,2,2,2,0.5,0.05859,2,0,0.375,0.25,0.75,0.25,0,0.2495,0,0.4,2,2.5,0
'X4',0.5,0.5,1,1,5,7,2,2,2,5,69,71,0.5,0.5,2,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5625,0.6187,1,0.125,0,0.1245,0,0.4706,1.625,2.125,0
'X4',0.3333,0.3333,0.5,0.5,2,9,5,5,5,7,69,70,0.8333,0.1667,9,4,2,2,2.4,3,1,0.6,0.3333,0,0,0.2,0.8,0,0.2,0,0,0,0,0,0,0,0,0.2,5,5,4,120,80,1.5,0.3698,0.2821,1.311,0.6519,3,5,3,0.6667,0.03999,3,0,0.2917,0.1021,0.5,0.25,0,0.2995,0.1118,0.3636,2.25,2.75,0
'X4',0.3333,0.3333,1,1,2,2,3,3,3,3,76,77,0,1,4,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',0.3333,0.3333,1,1,4,4,4,4,4,7,72,74,0.3333,0.6667,0,3,2,0,2.4,4,3,0.4,0.5,0.8,0.4,0,0,0.4,0.2,0,0,0,0,0,0,1,0,0.6667,3,7,1,120,80,1.5,0.2545,0.1804,1.411,0.4349,4,7,6,0.5,0.03202,2,0,0.375,0.2236,0.75,0.125,0,0.2995,0.1425,0.3077,2.75,3.25,0
'X4',0.3333,0.3333,1,1,4,4,3,3,3,7,62,65,1,0,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2,0
'X4',1,1,0,0,71,11,1,1,1,0,71,71,1,0,11,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,120,1.333,0.5076,0.2621,1.937,0.7697,3,3,3,0.6667,0.0483,2,0,0.25,0.1021,0.375,0.125,0,0.2495,0.125,0.5,1.5,2,0
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,76,75,0,1,4,1,2,2,1.2,2,2,0.6,0.6667,0.4,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0.6667,1.5,2,1.75,120,60,2,0.4661,0.3039,1.534,0.77,3,3,3,1,0.04719,1.2,1.061,0.6667,0.2582,1,0.5,0,0.5995,0.2236,0.2,4.5,5,0
'X4',0.5,0.5,1,1,2,2,2,2,2,2,69,70,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X4',0.5,0.5,1,1,5,5,2,2,2,5,62,64,1,0,2,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.375,0.1768,0.5,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',1,1,0,0,66,6,1,1,1,0,66,66,1,0,6,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,160,1,0,0,1,1,1,1,1,0.07881,2,0,0.25,0.1768,0.375,0.125,0,0.3745,0,0.6667,0.9995,1.5,0
'X4',0.25,0.3333,1,0.75,3,9,4,6,5,12,71,70,0.75,0.25,2,3,2,2,2.636,7,2,0.2727,0.6667,0.5455,0.1818,0.09091,0.3636,0.2727,0.09091,0,0.09091,0,0,0,0,2,0,0.5556,3,8.667,3.167,80,40,2,0.2928,0.2881,1.016,0.581,5,5,5,0.4,0.03717,1.714,0.7071,0.5,0.3015,1.25,0.25,0,0.4313,0.1966,0.1429,6.5,7,0
'X4',0.3333,0.3333,0.5,0.5,7,2,5,5,5,9,74,71,0.5,0.5,2,5,1,2,2.2,2,1,0.8,0.25,0.2,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0.2,5,2,2,120,80,1.5,0.3381,0.2641,1.28,0.6022,4,5,4,0.75,0.03832,2,0,0.375,0.2092,0.75,0.25,0,0.2995,0.1118,0.3077,2.75,3.25,0
'X4',0.5,0.5,1,1,5,5,2,2,2,5,62,64,1,0,2,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X4',0.2,0.2,1,1,2,2,5,5,5,7,69,72,0.6,0.4,0,4,1,2,1.75,2,1,0.75,0.3333,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.4923,0.3216,1.531,0.8138,3,3,3,0.6667,0.04836,2.5,0,0.35,0.2236,0.75,0.25,0,0.2495,0,0.3636,2.25,2.75,0
'X4',0.4,0.4,0.5,0.5,2,9,4,4,4,5,69,69,1,0,9,2,2,2,2,3,1,0.5,0.5,0.25,0,0.25,0.75,0.25,0,0,0,0,0,0,0,0,0,0.5,4,3,3,120,80,1.5,0.4714,0.3379,1.395,0.8093,3,3,3,0.6667,0.04786,1.667,0,0.4,0.3354,1,0.25,0,0.2495,0,0.3333,2.5,3,0
'X4',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.6667,0.7217,1.5,0.25,0,0.2495,0,0.3333,2.5,3,0
'X4',0.3333,0.3333,0.5,0.5,5,5,5,5,5,7,67,65,1,0,7,4,2,2,2.2,3,1,0.4,1,0.4,0,0.2,0.6,0.4,0,0,0,0,0,0,0,0,0,0.6,1.667,3,3,80,40,2,0.3587,0.1852,1.937,0.5439,4,5,4,0.5,0.03796,1.5,0,0.5,0.3873,1.25,0.25,0,0.3495,0.1369,0.25,3.5,4,0
'X4',0.3333,0.3333,1,1,4,5,3,3,3,7,67,70,0.6667,0.3333,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,120,60,2,0.6463,0.3537,1.827,1,2,2,2,1,0.05791,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X4',0.6667,0.6667,0.5,0.5,7,5,2,2,2,7,74,71,0.3333,0.6667,2,2,1,0,3.5,2,7,0.5,1,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',0.3333,0.3333,1,1,2,2,3,3,3,4,62,64,1,0,2,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,1.5,0.5254,0.4746,1.107,1,2,2,2,0.5,0.05563,1,0,0.6667,0.5204,1.25,0.25,0,0.3745,0.1768,0.3333,2.5,3,0
'X4',0.4,0.4,0.5,0.5,2,2,4,4,4,5,74,76,0,1,2,2,3,2,1.25,3,2,0.5,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.4785,0.3313,1.444,0.8098,3,3,3,0.6667,0.048,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,76,75,0,1,4,1,2,2,1.2,2,2,0.6,0.6667,0.4,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0.6667,1.5,2,1.75,120,60,2,0.4522,0.3198,1.414,0.7721,3,3,3,1,0.04694,1.2,1.061,0.6667,0.2582,1,0.5,0,0.5995,0.2236,0.2,4.5,5,0
'X4',0.5,0.5,0.5,0.5,7,5,3,3,3,7,74,71,0.5,0.5,2,2,2,3,4.667,3,1,0.3333,1,1,0,0,0,0.6667,0,0,0.3333,0,0,0,0,1,0,0.3333,3,7,3,120,60,2,0.4937,0.3332,1.482,0.8269,3,3,3,1,0.04864,1.333,0,0.625,0.25,1,0.5,0,0.4995,0,0.2857,3,3.5,0
'X4',0.25,0.5,1,0.5,4,4,4,4,3,12,62,67,0.75,0.25,2,2,2,3,4,3,1,0.3333,1,0.6667,0,0,0,0.6667,0.3333,0,0,0,0,0,0,1,0,1,0,0,0,120,60,2,0.4916,0.3329,1.476,0.8245,3,3,3,1,0.04854,1.333,0,0.625,0.25,1,0.5,0,0.4995,0,0.2857,3,3.5,0
'X4',1,1,0,0,71,11,1,1,1,0,71,71,1,0,11,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.672,0.328,2.049,1,2,2,2,0.5,0.05879,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2,0
'X4',0.3333,0.3333,1,1,2,2,3,3,3,4,74,76,0,1,2,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.6388,0.3612,1.768,1,2,2,2,1,0.05768,1,0,0.6667,0.2887,1,0.5,0,0.4995,0,0.3333,2.5,3,0
'X4',0.1667,0.1667,1,1,2,2,6,6,6,9,74,78,0,1,2,6,0,2,3,3,2,0.4,1,0.6,0,0,0.4,0.6,0,0,0,0,0,0,0,0.5,0,0.6,2.5,5.5,0,80,40,2,0.3608,0.1874,1.926,0.5482,4,5,4,0.5,0.03812,2,0,0.375,0.1369,0.5,0.25,0,0.3495,0.1369,0.3077,2.75,3.25,0
'X4',0.5,0.5,1,1,3,9,2,2,2,3,69,70,1,0,0,1,2,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,2,0,0.4375,0.08839,0.5,0.375,0,0.4995,0,0.5333,1.375,1.875,0
'X4',0.3333,0.3333,1,1,1,2,3,3,3,3,71,72,0.6667,0.3333,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,120,160,1.333,0.5115,0.4885,1.047,1,2,2,2,0.5,0.05557,1.5,0,0.5,0.4507,1,0.125,0,0.2495,0.1768,0.4,2,2.5,0
'X4',0.6667,0.6667,0.5,0.5,5,5,2,2,2,5,62,63,1,0,2,2,1,0,2.5,2,5,0.5,1,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2,0
'X4',0.4,0.4,0.5,0.5,1,11,4,4,4,5,71,72,0.6,0.4,11,2,3,1,1.75,3,1,0.5,0.5,0.25,0,0.5,0.75,0.25,0,0,0,0,0,0,0,0,0.2,0.25,2,3,2,120,96,1.25,0.2526,0.2454,1.029,0.498,6,6,6,0.3333,0.03369,2.5,0,0.35,0.163,0.5,0.125,0,0.312,0.1614,0.3636,2.25,2.75,0
'X4',0.3333,0.3333,1,1,1,2,3,3,3,3,71,72,0.6667,0.3333,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,1.5,0.5328,0.4672,1.14,1,2,2,2,0.5,0.05567,1.5,0,0.5,0.25,0.75,0.25,0,0.3745,0.1768,0.4,2,2.5,0
'X4',0.3333,0.3333,1,1,4,5,3,3,3,7,67,70,0.6667,0.3333,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.3333,1,0,0,0,120,160,1.333,0.5217,0.4783,1.091,1,2,2,2,0.5,0.05561,1.5,0,0.4167,0.3146,0.75,0.125,0,0.2495,0.1768,0.4444,1.75,2.25,0
'X4',0.5,0.5,1,1,2,2,2,2,2,2,76,77,0,1,4,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.625,0.5303,1,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X4',0.3333,0.3333,1,1,5,2,3,3,3,7,69,73,0.3333,0.6667,2,3,0,2,4.5,2,5,0.5,1,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,2,7,0,120,60,2,0.6684,0.3316,2.016,1,2,2,2,1,0.05866,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X4',0.25,0.5,1,0.5,4,5,4,4,3,12,67,72,0.5,0.5,7,2,2,3,4,3,1,0.3333,1,0.6667,0,0,0,0.6667,0.3333,0,0,0,0,0,0,1,0,1,0,0,0,120,60,2,0.4876,0.3331,1.464,0.8206,3,3,3,1,0.04839,1.333,0,0.625,0.25,1,0.5,0,0.4995,0,0.2857,3,3.5,0
'X4',0.6667,0.6667,0.5,0.5,7,5,2,2,2,7,74,71,0.3333,0.6667,2,2,1,0,3.5,2,7,0.5,1,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',0.4,0.4,1,1,2,2,3,3,3,4,74,74,0.2,0.8,2,1,3,2,1.5,2,2,0.75,0.3333,0.25,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0.6667,3,4,2,120,80,1.5,0.4956,0.325,1.525,0.8206,3,3,3,0.6667,0.04855,1.667,0,0.4,0.3354,1,0.25,0,0.2495,0,0.3333,2.5,3,0
'X4',0.3333,0.3333,1,1,1,2,3,3,3,3,71,72,0.6667,0.3333,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,1.5,0.5156,0.4844,1.065,1,2,2,2,0.5,0.05558,1.5,0,0.5,0.25,0.75,0.25,0,0.3745,0.1768,0.4,2,2.5,0
'X4',0.5,0.5,1,1,5,5,2,2,2,5,62,64,1,0,2,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X4',0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.6422,0.3578,1.795,1,2,2,2,1,0.05778,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X4',0.3333,0.3333,1,1,2,2,3,3,3,5,74,76,0,1,2,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.5221,0.4779,1.092,1,2,2,2,0.5,0.05561,1.5,0,0.5,0.25,0.75,0.25,0,0.3745,0.1768,0.4,2,2.5,0
'X4',0.5,0.5,1,1,2,2,2,2,2,2,64,65,1,0,4,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.625,0.5303,1,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X4',0.25,0.25,1,1,2,2,4,4,4,5,69,71,0.75,0.25,0,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.4906,0.2658,1.846,0.7564,3,3,3,0.6667,0.04773,1.333,0,0.5,0.3536,1,0.25,0,0.3328,0.1443,0.3333,2.5,3,0
'X4',0.3333,0.3333,1,1,4,5,3,3,3,7,65,68,1,0,0,2,1,3,5,2,4,0.5,1,1,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,2,3,0,120,60,2,0.6782,0.3218,2.107,1,2,2,2,1,0.05902,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X4',0.5,0.5,1,1,7,7,2,2,2,7,74,77,0,1,2,2,0,7,7,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,0,80,1,0,0,1,1,1,1,1,0.07881,1,0,0.625,0.1768,0.75,0.5,0,0.7495,0,0.4444,1.75,2.25,0
'X4',0.3333,0.3333,1,1,1,2,3,3,3,3,71,72,0.6667,0.3333,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.5,0.433,1,0.25,0,0.2495,0,0.4,2,2.5,0
'X4',0.3333,0.3333,1,1,4,4,3,3,3,7,62,65,1,0,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,120,60,2,0.6328,0.3672,1.723,1,2,2,2,1,0.0575,1,0,0.6667,0.2887,1,0.5,0,0.4995,0,0.3333,2.5,3,0
'X4',0.5,0.5,1,1,3,9,2,2,2,3,71,72,0.5,0.5,2,1,2,3,2,2,3,0.6667,0.5,1,0.3333,0,0,0.6667,0,0,0,0,0,0,0,0,0,0.5,2,3,2,120,60,2,0.4954,0.2651,1.869,0.7605,3,3,3,0.6667,0.04788,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5,0
'X4',0.3333,0.3333,1,1,5,2,3,3,3,7,69,73,0.3333,0.6667,2,3,0,2,4.5,2,5,0.5,1,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,2,7,0,120,60,2,0.6783,0.3217,2.109,1,2,2,2,1,0.05902,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X4',0.2,0.2,1,1,2,2,5,5,5,7,67,70,0.8,0.2,0,4,1,1,3.25,4,2,0.25,1,0.5,0,0.25,0.25,0.5,0.25,0,0,0,0,0,0,1,0,0.25,2,4,0,120,60,2,0.4376,0.3354,1.305,0.773,3,3,3,1,0.04672,1.25,0,0.7,0.4472,1.5,0.5,0,0.4995,0,0.2222,4,4.5,0
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',0.3333,0.3333,1,1,2,2,3,3,3,4,63,65,1,0,3,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.6701,0.3299,2.031,1,2,2,2,1,0.05872,1,0,0.6667,0.2887,1,0.5,0,0.4995,0,0.3333,2.5,3,0
'X4',0.25,0.25,1,1,2,2,4,4,4,5,62,64,1,0,2,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,80,1.5,0.6699,0.3301,2.029,1,2,2,2,0.5,0.05871,2,0,0.3125,0.125,0.5,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X4',0.25,0.25,1,1,2,2,5,5,5,7,67,70,0.875,0.125,7,4,3,2,2.857,5,1,0.2857,1,0.4286,0,0.1429,0.4286,0.4286,0.1429,0,0,0,0,0,0,2,0,0.5714,2.333,6.333,4,120,60,2,0.3875,0.3395,1.141,0.7271,3,3,3,1,0.04567,1.333,0.7071,0.6875,0.372,1.5,0.5,0,0.5709,0.189,0.1538,6,6.5,0
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,62,62,1,0,2,1,2,2,1.2,2,2,0.6,0.6667,0.4,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0.3333,1.5,2,1.75,120,80,1.5,0.4058,0.3011,1.348,0.7069,3,4,3,0.6667,0.04311,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.4,2,2.5,0
'X4',0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.5,0.433,1,0.25,0,0.2495,0,0.4,2,2.5,0
'X4',0.5,0.5,1,1,3,9,2,2,2,3,69,70,1,0,0,1,2,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X4',0.25,0.25,1,1,1,1,4,4,4,5,66,68,1,0,6,2,2,1,2,3,1,0.3333,1,0.3333,0,0.3333,0.6667,0.3333,0,0,0,0,0,0,0,0,0.25,0.3333,3,5,0,60,80,1.333,0.67,0.33,2.03,1,2,2,2,0.5,0.05871,1,0,0.75,0.3536,1,0.25,0,0.6662,0.3819,0.25,3.5,4,0
'X4',0.5,0.5,1,1,5,5,2,2,2,5,62,64,1,0,2,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.625,0.1768,0.75,0.5,0,0.4995,0,0.4444,1.75,2.25,0
'X4',0.5,0.5,1,1,5,5,2,2,2,5,74,76,0,1,2,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.6667,0.9995,1.5,0
'X4',0.6667,0.6667,0.5,0.5,7,5,2,2,2,7,74,71,0.3333,0.6667,2,2,1,0,3.5,2,7,0.5,1,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,1,120,60,2,0.6669,0.3331,2.002,1,2,2,2,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X4',0.5,0.5,1,1,2,2,2,2,2,2,72,73,0.5,0.5,0,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,160,1,0,0,1,1,1,1,1,0.07881,2,0,0.25,0.1768,0.375,0.125,0,0.3745,0,0.6667,0.9995,1.5,0
