@relation groupnon
@attribute class {'X1','X2','X3','X4','X5'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Rhythmic_Looseness numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X1',0.25,0.25,1,1,2,5,4,4,4,7,67,70,0.75,0.25,2,3,1,2,2.333,2,1,0.6667,0.5,0.3333,0,0,0.6667,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.6794,0.3206,2.12,1,2,2,2,0,0.5,0.05907,2,0,0.25,0,0.25,0.25,0.2495,0,0.5556,1.75,2.25
'X1',0.3333,0.3333,0.5,0.5,2,7,5,5,5,9,67,70,0.6667,0.3333,7,5,1,0,3.8,5,2,0.2,1,0.4,0.2,0,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0.5,2,8,1,120,80,1.5,0.3016,0.1905,1.583,0.492,4,7,7,0,0.2857,0.03286,3,0,0.2292,0.05103,0.25,0.125,0.2245,0.0559,0.4211,1.875,2.375
'X1',0.8571,0.8571,0.1667,0.1667,3,3,2,2,2,3,68,67,1,0,8,1,2,0,0.5,2,3,0.8333,0.2,1,0.8333,0,0,0.1667,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.3259,0.2664,1.223,0.5923,4,5,4,0,0.5,0.03834,3.5,0,0.25,0,0.25,0.25,0.2495,0,0.3636,2.25,2.75
'X1',0.3333,0.3333,1,1,1,7,3,3,3,8,59,62,1,0,0,2,1,1,4.5,2,7,0.5,1,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0.5,2,8,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
'X1',1,1,0,0,69,9,1,1,1,0,69,69,1,0,9,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X1',0.4286,0.4286,0.6667,0.6667,2,2,4,4,4,7,69,70,0.8571,0.1429,9,3,2,2,2.167,2,1,0.8333,0.2,0.1667,0,0,0.8333,0.1667,0,0,0,0,0,0,0,0,0.6667,3,3,2.667,120,60,2,0.3412,0.2705,1.261,0.6117,4,5,4,0,0.75,0.03905,2.333,0,0.3929,0.1336,0.5,0.25,0.4162,0.1291,0.2667,3.25,3.75
'X1',0.2222,0.2222,1,1,5,5,5,5,5,9,62,66,1,0,2,5,1,0,2.625,5,2,0.25,1,0.5,0.25,0,0.25,0.25,0.25,0,0,0,0,0,1,0,0.5,3,8,2.25,120,60,2,0.1638,0.1631,1.005,0.3269,4,10,9,0,0.3333,0.02611,3,0,0.2778,0.1215,0.5,0.125,0.2964,0.1145,0.2857,3,3.5
'X1',0.6667,0.6667,0.5,0.5,1,1,2,2,2,1,79,78,0,1,7,1,2,0,0.5,2,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,80,120,1.5,0.5294,0.4706,1.125,1,2,2,2,0,0.5,0.05565,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X1',0.2857,0.4286,1,0.6667,14,2,5,5,4,14,62,69,0.5714,0.4286,2,2,2,0,2.667,4,5,0.3333,1,0.5,0.3333,0,0.1667,0.1667,0.3333,0,0,0,0,0,0,0,0.75,4,14,1,120,40,3,0.291,0.2167,1.343,0.5076,5,5,5,0,0.6,0.03621,2.333,0,0.3571,0.1336,0.5,0.25,0.3328,0.1291,0.2857,3,3.5
'X1',0.25,0.25,1,1,9,9,6,6,6,9,62,66,1,0,2,6,2,2,1.286,3,2,0.5714,0.5,0.2857,0.2857,0.1429,0.7143,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.2993,0.2572,1.164,0.5565,4,5,5,0,0.6,0.03708,2.667,0,0.2812,0.08839,0.5,0.25,0.2852,0.09449,0.3077,2.75,3.25
'X1',0.2857,0.4286,0.5,0.3333,1,7,6,6,5,13,67,70,0.8571,0.1429,7,2,2,1,2.333,3,1,0.5,0.6667,0.1667,0,0.5,0.8333,0,0,0,0.1667,0,0,0,0,0,0.8333,6,1,2,120,80,1.5,0.2489,0.1314,1.893,0.3803,6,8,6,0,0.3333,0.02975,2.333,0,0.2857,0.1391,0.5,0.125,0.2703,0.1461,0.3333,2.5,3
'X1',0.6667,0.6667,0.25,0.25,2,2,3,3,3,5,74,75,0,1,2,2,2,0,1.8,3,2,0.4,1,0.4,0.4,0,0.4,0,0.2,0,0,0,0,0,0,0,0.6667,1.5,2,1.333,120,80,1.5,0.394,0.2968,1.327,0.6908,4,4,3,0,0.6667,0.04249,3,0,0.25,0,0.25,0.25,0.2495,0,0.4,2,2.5
'X1',0.3333,0.3333,1,1,3,5,3,3,3,8,71,74,0.3333,0.6667,2,2,1,3,4,2,2,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.5469,0.4531,1.207,1,2,2,2,0,0.5,0.0558,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X1',0.5,0.5,0.5,0.5,2,5,3,3,3,7,69,71,0.75,0.25,9,3,1,0,2.333,3,2,0.3333,1,0.3333,0.3333,0,0.3333,0,0.3333,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.4107,0.4105,1.001,0.8212,3,3,3,0,0.3333,0.04763,2,0,0.375,0.1443,0.5,0.25,0.4162,0.1443,0.4,2,2.5
'X1',0.3333,0.3333,0.6667,0.6667,2,7,5,5,5,7,69,70,0.7778,0.2222,9,4,2,2,1.875,3,2,0.75,0.1667,0.25,0.125,0,0.75,0.125,0,0,0,0,0,0,0,0,0.5714,2.333,4.333,2.25,60,80,1.333,0.2911,0.2313,1.259,0.5224,5,5,5,0,0.4,0.03622,2.25,0,0.3889,0.1816,0.75,0.25,0.3745,0.189,0.2222,4,4.5
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,69,69,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,60,2,0.6481,0.3519,1.842,1,2,2,2,0,1,0.05797,1.5,0,0.5,0,0.5,0.5,0.4995,0,0.4,2,2.5
'X1',0.75,0.75,0.3333,0.3333,4,4,2,2,2,4,79,80,0,1,7,1,2,0,1.333,2,4,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.4306,0.2028,2.123,0.6334,4,4,4,0,0.5,0.0424,2,0,0.375,0.1443,0.5,0.25,0.4162,0.1443,0.4,2,2.5
'X1',0.5,0.5,1,1,2,2,2,2,2,2,67,68,1,0,7,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0.7071,1.25,0.25,0.2495,0,0.4,2,2.5
'X1',0.3333,0.3333,1,1,2,9,3,3,3,3,69,70,1,0,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69,160,2.319,0.35,0.3328,1.052,0.6828,3,3,3,0,0.3333,0.04525,1.5,0,0.3333,0.1909,0.5,0.125,0.437,0.08839,0.5,1.5,2
'X1',0.6667,0.6667,0.5,0.5,1,11,2,2,2,1,72,71,1,0,0,1,2,0,0.5,2,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0.2495,0,0.5,1.5,2
'X1',0.3333,0.3333,1,1,1,1,3,3,3,3,73,74,0,1,1,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
'X1',1,1,0,0,74,2,1,1,1,0,74,74,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.6724,0.3276,2.052,1,2,2,2,0,1,0.0588,1.5,0,0.5,0,0.5,0.5,0.4995,0,0.4,2,2.5
'X1',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,71,72,0.6667,0.3333,11,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,1,40,120,3,0.3528,0.3412,1.034,0.6939,3,3,3,0,0.6667,0.0453,1,0,0.5,0,0.5,0.5,0.7495,0.3536,0.5,1.5,3
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,64,63,1,0,4,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.5476,0.4524,1.211,1,2,2,2,0,0.5,0.05581,1.5,0,0.4167,0.1443,0.5,0.25,0.3745,0.1768,0.4444,1.75,2.25
'X1',0.5714,0.5714,0.25,0.25,2,2,4,4,4,5,74,75,0,1,2,2,3,0,0.8333,3,2,0.5,0.6667,0.5,0.5,0.1667,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.2347,0.1594,1.472,0.394,2,9,9,0,0.4444,0.0282,2.333,0,0.4286,0.3771,1.25,0.1665,0.3745,0.4338,0.2667,3.25,3.75
'X1',0.4,0.4,0.5,0.5,2,11,4,4,4,5,71,71,0.8,0.2,11,2,2,2,2,3,1,0.5,0.5,0.25,0,0.25,0.75,0.25,0,0,0,0,0,0,0,0,0.75,4,5,3,120,60,2,0.3752,0.2506,1.497,0.6258,5,5,5,0,0.6,0.03906,1.667,0,0.4,0.1369,0.5,0.25,0.3745,0.1443,0.3333,2.5,3
'X1',0.5,0.5,0.5,0.5,3,3,3,3,3,5,67,66,1,0,7,2,1,2,2.333,2,1,0.6667,0.5,0.3333,0,0,0.6667,0.3333,0,0,0,0,0,0,0,0,0.6667,3,5,2,120,60,2,0.4209,0.2086,2.018,0.6295,4,4,4,0,0.5,0.04207,2,0,0.375,0.1768,0.5,0.125,0.3745,0.2165,0.4,2,2.5
'X1',0.4,0.4,0.5,0.5,4,11,4,4,4,5,71,70,1,0,11,2,2,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.25,4,1,2,120,80,1.5,0.4914,0.3425,1.435,0.8339,3,3,3,0,0.6667,0.04874,2.5,0,0.35,0.2236,0.75,0.25,0.2495,0,0.3636,2.25,2.75
'X1',0.3333,0.3333,1,1,4,4,3,3,3,5,62,65,1,0,2,2,1,1,3,2,4,0.5,1,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0.5,2,5,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
'X1',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,64,64,1,0,4,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,1,120,160,1.333,0.5207,0.4793,1.086,1,2,2,2,0,0.5,0.0556,4,0,0.1875,0.07217,0.25,0.125,0.1662,0.07217,0.5714,1.25,1.75
'X1',0.5,0.5,0.5,0.5,3,2,3,3,3,3,74,72,0.5,0.5,2,1,3,0,1.667,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0.5,2,3,1,120,69,1.739,0.3776,0.2187,1.727,0.5963,4,4,4,0,0.5,0.04077,2,0,0.3125,0.1614,0.5,0.125,0.3328,0.1909,0.4444,1.75,2.25
'X1',0.2,0.2,1,1,2,2,5,5,5,7,72,75,0.2,0.8,0,3,2,2,1.75,2,1,0.75,0.3333,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.4492,0.2846,1.578,0.7338,4,4,3,0,0.6667,0.04417,2.5,0,0.3,0.1118,0.5,0.25,0.312,0.125,0.4,2,2.5
'X1',0.4,0.4,0.5,0.5,2,7,4,4,4,7,69,71,0.6,0.4,9,4,1,2,2.25,3,2,0.5,0.5,0.25,0.25,0,0.5,0,0.25,0,0,0,0,0,0,0.2,0.3333,3,7,1,40,160,4,0.2437,0.2432,1.002,0.4869,6,6,6,0,0.5,0.0334,1.667,0,0.4,0.3579,1,0.125,0.4683,0.3733,0.3333,2.5,3
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,69,69,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,48,60,1.25,0.5122,0.4878,1.05,1,2,2,2,0,0.5,0.05557,1.5,0,0.5,0.433,1,0.25,0.6245,0.5303,0.4,2,2.5
'X1',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,72,71,1,0,0,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,160,96,1.667,0.5076,0.4924,1.031,1,2,2,2,0,0.5,0.05556,3,0,0.25,0.125,0.375,0.125,0.312,0.08839,0.5714,1.25,1.75
'X1',0.4,0.4,0.5,0.5,4,11,4,4,4,7,71,71,0.8,0.2,11,3,1,1,3,3,2,0.5,0.5,0.5,0,0.5,0.5,0.25,0,0,0.25,0,0,0,0,0,0.5,1.333,1.667,2,60,40,1.5,0.2991,0.2989,1.001,0.598,5,5,5,0,0.4,0.03764,1.667,0,0.55,0.326,1,0.25,0.6245,0.3227,0.2667,3.25,3.75
'X1',0.4,0.4,0.5,0.5,8,5,4,4,4,8,67,64,1,0,7,2,1,0,2.25,4,1,0.25,1,0.5,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0.6667,3,8,1,80,60,1.333,0.2966,0.2951,1.005,0.5917,4,4,4,0,0.25,0.04015,2.5,0,0.3,0.1118,0.5,0.25,0.312,0.125,0.4,2,2.5
'X1',0.2857,0.2857,1,1,2,2,4,4,4,5,74,76,0,1,2,2,3,0,1.667,4,2,0.3333,1,0.3333,0.3333,0.1667,0.5,0,0.1667,0,0,0,0,0,0,0,0.5,1.333,3,1.667,80,120,1.5,0.3305,0.1999,1.653,0.5304,5,5,5,0,0.4,0.03702,2.333,0,0.3571,0.1336,0.5,0.25,0.3745,0.1369,0.2857,3,3.5
'X1',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,74,73,0.3333,0.6667,2,1,2,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5,2,3,2,120,80,1.5,0.5246,0.4754,1.103,1,2,2,2,0,0.5,0.05562,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X1',0.5,0.5,1,1,3,9,2,2,2,3,71,72,0.5,0.5,2,1,2,3,2,2,3,0.6667,0.5,1,0.3333,0,0,0.6667,0,0,0,0,0,0,0,0,0.5,2,3,2,60,40,1.5,0.2627,0.2458,1.069,0.5085,4,4,4,0,0.5,0.03905,1.333,0,0.5,0.3536,1,0.25,0.5828,0.3819,0.3333,2.5,3
'X1',0.4,0.4,1,1,2,2,3,3,3,4,67,68,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,2,3,2,120,60,2,0.3761,0.2485,1.514,0.6246,5,5,5,0,0.6,0.03906,1.25,0,0.6,0.5184,1.5,0.25,0.3745,0.1443,0.25,3.5,4
'X1',0.6,0.6,0.3333,0.3333,3,6,3,3,3,9,62,62,1,0,2,1,3,3,3,3,3,0.5,0.5,0.75,0.25,0,0,0.5,0,0.25,0,0,0,0,0,0,0.6667,3,3,1.5,120,160,1.333,0.2864,0.284,1.009,0.5705,5,5,5,0,0.2,0.03691,2.5,0,0.275,0.163,0.5,0.125,0.2183,0.1197,0.4211,1.875,2.375
'X1',0.5,0.5,0.6667,0.6667,2,2,3,3,3,4,71,69,1,0,11,1,3,2,1.2,2,2,0.6,0.6667,0.4,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0.6667,3,4,2,120,80,1.5,0.3812,0.2957,1.289,0.6769,4,4,3,0,0.6667,0.04211,3,0,0.25,0,0.25,0.25,0.2495,0,0.4,2,2.5
'X1',0.4286,0.4286,0.6667,0.6667,1,1,4,4,4,5,67,66,1,0,7,2,2,2,1.833,3,1,0.5,0.6667,0.1667,0,0.3333,0.8333,0.1667,0,0,0,0,0,0,0,0,0.5,3,4,3,60,80,1.333,0.2769,0.2752,1.006,0.5522,4,5,4,0,0.5,0.03753,2.333,0,0.3214,0.122,0.5,0.25,0.3328,0.1291,0.3077,2.75,3.25
'X1',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,69,69,1,0,9,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.6617,0.3383,1.956,1,2,2,2,0,0.5,0.05842,2,0,0.25,0,0.25,0.25,0.2495,0,0.5,1.5,2
'X1',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,71,70,1,0,11,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.4982,0.2568,1.939,0.755,3,3,3,0,0.6667,0.04795,2,0,0.375,0.1443,0.5,0.25,0.3328,0.1443,0.4,2,2.5
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.6542,0.3458,1.892,1,2,2,2,0,1,0.05817,1.5,0,0.5,0,0.5,0.5,0.4995,0,0.4,2,2.5
'X1',0.5,0.5,1,1,2,2,2,2,2,2,74,75,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.2495,0,0.75,1.5,2
'X1',0.4286,0.4286,0.3333,0.3333,5,4,5,5,5,7,76,74,0.2857,0.7143,4,3,3,2,1.167,3,2,0.5,0.6667,0.3333,0.3333,0.1667,0.6667,0,0,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.3593,0.2118,1.696,0.5711,5,5,5,0,0.6,0.03785,2.333,0,0.3571,0.1336,0.5,0.25,0.3745,0.1369,0.2857,3,3.5
'X1',0.5,0.5,0.5,0.5,4,5,3,3,3,7,67,69,0.75,0.25,7,2,2,0,3.667,3,4,0.3333,1,1,0.3333,0,0,0.3333,0,0,0.3333,0,0,0,0,0,0.5,2,7,1,120,40,3,0.2146,0.2016,1.065,0.4162,5,5,5,0,0.6,0.03484,2,0,0.4375,0.3886,1,0.125,0.4995,0.4507,0.3636,2.25,2.75
'X1',0.3333,0.3333,1,1,4,5,3,3,3,7,67,70,0.6667,0.3333,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.4167,0.2887,0.75,0.25,0.2495,0,0.4444,1.75,2.25
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,78,77,0,1,6,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
'X1',0.3333,0.3333,0.6667,0.6667,2,8,4,4,4,5,68,70,0.7778,0.2222,8,2,3,0,1.875,4,2,0.375,0.6667,0.375,0.375,0.125,0.375,0,0.25,0,0,0,0,0,0,0.1111,0.2,2.5,5,2.4,80,60,1.333,0.2665,0.2624,1.016,0.529,5,5,5,0,0.4,0.03645,2.25,0,0.3611,0.2205,0.75,0.25,0.3745,0.2315,0.2353,3.75,4.25
'X1',0.6667,0.6667,0.3333,0.3333,2,2,3,3,3,4,74,74,0,1,2,1,3,0,1,3,2,0.625,0.4,0.75,0.625,0,0.25,0.125,0,0,0,0,0,0,0,0,0.6667,1.5,2,1.333,80,120,1.5,0.267,0.1844,1.448,0.4514,4,8,5,0,0.4,0.0322,2.25,0,0.3472,0.1502,0.5,0.125,0.3589,0.1558,0.2424,3.625,4.125
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,69,69,1,0,9,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.5385,0.4615,1.167,1,2,2,2,0,0.5,0.05572,1.5,0,0.4167,0.1443,0.5,0.25,0.3745,0.1768,0.4444,1.75,2.25
'X1',0.4,0.4,0.5,0.5,3,3,4,4,4,5,67,66,1,0,7,2,2,2,3.5,4,1,0.25,1,0.5,0,0,0.25,0.5,0.25,0,0,0,0,0,1,0,0.5,1.333,3.667,4,120,80,1.5,0.2641,0.161,1.641,0.4251,6,6,6,0,0.3333,0.03282,2.5,0,0.25,0.1531,0.5,0.125,0.2808,0.1573,0.4444,1.75,2.25
'X1',0.5714,0.5714,0.25,0.25,3,7,4,4,4,8,69,69,0.8571,0.1429,9,3,2,0,2.667,5,1,0.3333,0.5,0.3333,0.3333,0.1667,0.3333,0,0.1667,0,0,0.1667,0,0,0,0,0.25,2,5.5,2,120,80,1.5,0.2787,0.251,1.11,0.5297,5,5,5,0,0.6,0.03638,2.333,0,0.2857,0.09449,0.5,0.25,0.2912,0.1021,0.3333,2.5,3
'X1',0.8,0.8,0.25,0.25,2,2,2,2,2,2,71,70,1,0,11,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,2,2,1.333,120,60,2,0.444,0.3235,1.372,0.7675,3,3,3,0,1,0.04675,1.667,0,0.5,0,0.5,0.5,0.4995,0,0.2857,3,3.5
'X1',0.4,0.4,0.5,0.5,5,9,4,4,4,8,71,70,0.8,0.2,11,2,1,3,2.75,2,1,0.75,0.3333,0.75,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0.25,4,3,2,60,80,1.333,0.2989,0.2984,1.002,0.5974,4,4,4,0,0.5,0.04089,1.667,0,0.4,0.2236,0.75,0.25,0.437,0.2394,0.3333,2.5,3
'X1',0.5,0.5,0.6667,0.6667,2,10,3,3,3,4,70,70,1,0,10,1,3,2,1.2,2,2,0.6,0.6667,0.4,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0.3333,3,2,1.667,120,60,2,0.2901,0.2695,1.077,0.5595,4,5,5,0,0.6,0.03702,2,0,0.3333,0.1291,0.5,0.25,0.2995,0.1118,0.3333,2.5,3
'X1',0.375,0.375,1,1,2,2,4,4,4,5,74,75,0,1,2,2,3,0,1.429,4,2,0.4286,0.6667,0.4286,0.4286,0.1429,0.4286,0,0.1429,0,0,0,0,0,0,0,0.25,2,3.5,2.25,80,120,1.5,0.2186,0.2164,1.011,0.435,4,10,4,0,0.25,0.02946,2.667,0,0.2812,0.1976,0.75,0.125,0.3031,0.2023,0.3077,2.75,3.25
'X1',0.4,0.4,0.5,0.5,5,5,4,4,4,5,67,65,1,0,7,2,3,3,2.75,3,2,0.5,0.5,0.75,0,0.25,0.25,0.75,0,0,0,0,0,0,2,0,0.25,2,3,2,120,60,2,0.4459,0.3357,1.328,0.7816,3,3,3,0,1,0.04697,1.667,0,0.5,0,0.5,0.5,0.4995,0,0.2857,3,3.5
'X1',0.3333,0.3333,0.5,0.5,7,2,5,5,5,9,74,71,0.5,0.5,2,5,1,2,3.2,4,2,0.4,0.5,0.4,0.2,0,0.4,0,0.2,0,0.2,0,0,0,0,0,0.5,4,7,1,120,80,1.5,0.3498,0.2777,1.26,0.6275,3,5,3,0,0.6667,0.03904,2,0,0.4167,0.3028,1,0.25,0.2995,0.1118,0.2857,3,3.5
'X1',0.1667,0.3333,1,0.5,4,4,6,6,5,12,62,68,0.8333,0.1667,2,3,1,3,3.4,4,1,0.4,0.5,0.6,0,0,0.2,0.6,0.2,0,0,0,0,0,2,0,0.2,5,12,0,60,120,2,0.3669,0.3606,1.018,0.7275,3,3,3,0,0.6667,0.0456,1.5,0,0.5833,0.2041,1,0.5,0.5995,0.2236,0.2222,4,4.5
'X1',0.3333,0.3333,1,1,2,2,3,3,3,5,64,66,1,0,4,2,1,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,2,5,0,120,80,1.5,0.504,0.496,1.016,1,2,2,2,0,0.5,0.05556,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
