@relation groupnon
@attribute class {'X1','X2','X3','X4','X5'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Rhythmic_Looseness numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X1',0.4,0.4,1,1,2,2,3,3,3,4,69,70,0.8,0.2,9,1,3,2,1.5,2,2,0.75,0.3333,0.25,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0.6667,3,4,1.5,120,60,2,0.3926,0.252,1.558,0.6446,4,4,3,0,0.6667,0.04209,2.5,0,0.35,0.1369,0.5,0.25,0.3745,0.1443,0.3636,2.25,2.75
'X1',1,1,0,0,71,11,1,1,1,0,71,71,1,0,11,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,120,1.739,0.345,0.345,1,0.69,3,3,3,0,0.3333,0.04527,1.5,0,0.3333,0.1909,0.5,0.125,0.437,0.08839,0.6,2,2.5
'X1',1,1,0,0,71,11,1,1,1,0,71,71,1,0,11,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,120,160,1.333,0.3704,0.245,1.512,0.6154,5,5,5,0,0.4,0.03876,2.5,0,0.35,0.2562,0.75,0.125,0.2495,0.1443,0.3636,2.25,2.75
'X1',0.4286,0.4286,0.6667,0.6667,2,2,4,4,4,9,69,68,1,0,9,3,2,2,2.833,2,5,0.8333,0.2,0.1667,0,0,0.8333,0,0,0,0.1667,0,0,0,0,0,0.3333,3,4,2.667,80,120,1.5,0.2318,0.225,1.03,0.4568,5,5,5,0,0.4,0.03531,1.75,0,0.4643,0.3037,1,0.25,0.4995,0.3162,0.2353,3.75,4.25
'X1',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,3,4,2,2,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,2,3,0,120,60,2,0.6471,0.3529,1.833,1,2,2,2,0,1,0.05794,1.5,0,0.5,0,0.5,0.5,0.4995,0,0.4,2,2.5
'X1',0.4,0.4,0.5,0.5,2,9,4,4,4,5,69,71,0.8,0.2,9,2,3,0,2,4,1,0.25,1,0.25,0.25,0.25,0.5,0,0.25,0,0,0,0,0,0,0.2,0.3333,3,5,1,120,60,2,0.2969,0.1565,1.896,0.4534,6,6,6,0,0.3333,0.03367,1.667,0,0.4,0.3469,1,0.125,0.2495,0.1021,0.3333,2.5,3
'X1',0.2857,0.4286,1,0.6667,1,11,5,5,4,14,71,69,0.8571,0.1429,0,3,2,2,4.167,4,2,0.3333,1,0.5,0,0.1667,0.5,0.3333,0,0,0,0,0,0.1667,0,0,0.5,3,10.5,2,40,120,3,0.3418,0.251,1.362,0.5928,4,5,4,0,0.75,0.03827,1.4,1.237,0.5714,0.2378,1,0.25,0.5828,0.2582,0.2,4.5,5
'X1',0.6667,0.6667,0.25,0.25,3,2,3,3,3,3,74,73,0.3333,0.6667,2,1,3,0,1.2,4,1,0.4,0.5,0.6,0.4,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0.3333,3,3,1.667,120,60,2,0.3925,0.366,1.073,0.7585,3,3,3,0,1,0.04611,1,0.5303,0.8333,0.6055,2,0.5,0.8995,0.6519,0.1667,5.5,6
'X1',0.4,0.4,0.5,0.5,2,7,4,4,4,7,69,70,0.8,0.2,9,3,2,2,3.5,3,1,0.5,0.5,0.5,0,0,0.5,0.25,0,0,0.25,0,0,0,0,0,0.25,2,4.5,4,120,60,2,0.3799,0.2568,1.479,0.6366,5,5,4,0,0.75,0.03939,1.667,0,0.45,0.1118,0.5,0.25,0.437,0.125,0.3077,2.75,3.25
'X1',0.4286,0.4286,0.6667,0.6667,5,5,4,4,4,5,79,77,0,1,7,2,3,0,1.667,4,2,0.3333,1,0.3333,0.3333,0.1667,0.5,0,0.1667,0,0,0,0,0,0,0,0.25,4,5,2.333,60,120,2,0.2639,0.2632,1.002,0.5271,5,5,5,0,0.4,0.03628,2.333,0,0.3571,0.1336,0.5,0.25,0.3328,0.1291,0.2857,3,3.5
'X1',0.3333,0.3333,1,1,2,2,4,4,4,8,74,75,0.1667,0.8333,2,2,2,0,3.6,3,5,0.4,1,0.4,0.4,0,0,0,0.4,0,0,0.2,0,0,0,0,0.6667,1.5,6.5,1,120,40,3,0.3069,0.3068,1,0.6137,5,5,5,0,0.6,0.03807,2,0,0.4583,0.2923,1,0.25,0.4495,0.326,0.2667,3.25,3.75
'X1',0.3333,0.3333,0.5,0.5,5,5,5,5,5,9,79,78,0,1,7,5,1,2,3.2,4,1,0.4,0.5,0.4,0,0,0.4,0.4,0.2,0,0,0,0,0,1,0,0.4,5,9,3,120,60,2,0.2991,0.1968,1.52,0.4959,5,5,5,0,0.6,0.03594,2,0,0.4167,0.2041,0.75,0.25,0.3495,0.1369,0.2857,3,3.5
'X1',0.25,0.5,1,0.5,2,2,4,4,3,12,57,63,1,0,9,1,3,2,4.667,2,8,0.6667,0.5,0.3333,0,0,0.6667,0,0,0,0,0,0.3333,0,0,0,0.3333,3,12,0,120,80,1.5,0.2628,0.2507,1.048,0.5135,4,4,4,0,0.5,0.03905,2,0,0.375,0.25,0.75,0.25,0.4162,0.2887,0.4,2,2.5
'X1',0.3333,0.3333,0.5,0.5,5,2,5,5,5,10,74,73,0.5,0.5,2,4,2,3,4.2,4,1,0.4,0.5,0.4,0,0,0.2,0.4,0.2,0,0,0.2,0,0,0,0,0.4,1.667,5.333,3,120,60,2,0.4142,0.338,1.225,0.7522,3,3,3,0,1,0.04617,1.5,0,0.5,0,0.5,0.5,0.4995,0,0.25,3.5,4
'X1',0.3333,0.3333,1,1,1,2,3,3,3,3,71,72,0.6667,0.3333,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0.2495,0,0.5,1.5,2
'X1',0.3333,0.3333,1,1,2,2,3,3,3,5,74,76,0,1,2,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.5,0.433,1,0.25,0.2495,0,0.4,2,2.5
'X1',0.5,0.5,0.5,0.5,7,5,3,3,3,7,74,71,0.5,0.5,2,2,2,0,3.333,3,3,0.3333,1,1,0.3333,0,0,0.3333,0,0,0.3333,0,0,0,0,0,0.5,2,3,1,180,120,1.5,0.6502,0.3498,1.859,1,2,2,2,0,0.5,0.05804,4,0,0.1665,0,0.1665,0.1665,0.1662,0.0002819,0.6004,0.8325,1.667
'X1',0.5,0.5,0.5,0.5,2,2,3,3,3,4,74,75,0,1,2,1,3,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.691,0.309,2.236,1,2,2,2,0,0.5,0.05952,2,0,0.25,0,0.25,0.25,0.2495,0,0.5,1.5,2
'X1',0.4,0.4,0.5,0.5,5,10,4,4,4,7,70,68,1,0,10,4,1,2,2.25,2,1,0.75,0.3333,0.25,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0.25,4,2,2,120,60,2,0.3814,0.2518,1.514,0.6332,5,5,5,0,0.6,0.03933,1.667,0,0.4,0.1369,0.5,0.25,0.3745,0.1443,0.3333,2.5,3
'X1',0.4,0.4,0.5,0.5,5,2,4,4,4,5,74,72,0.6,0.4,2,2,3,0,2,4,1,0.25,1,0.25,0.25,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0.3333,3,3,1,120,60,2,0.393,0.2564,1.533,0.6494,5,5,3,0,1,0.03992,1.667,0,0.45,0.1118,0.5,0.25,0.437,0.125,0.3077,2.75,3.25
'X1',0.3333,0.3333,1,1,2,9,3,3,3,3,69,70,1,0,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.2083,0.07217,0.25,0.125,0.187,0.08839,0.6154,1.125,1.625
'X1',0.5,0.5,0.5,0.5,7,5,3,3,3,7,74,71,0.5,0.5,2,2,2,3,4.667,3,1,0.3333,1,1,0,0,0,0.6667,0,0,0.3333,0,0,0,1,0,0.6667,3,7,3,80,120,1.5,0.4147,0.2058,2.016,0.6205,4,4,4,0,0.5,0.04184,1.333,0,0.5,0.2041,0.75,0.25,0.4995,0.25,0.3333,2.5,3
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,71,70,1,0,11,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.5433,0.4567,1.19,1,2,2,2,0,0.5,0.05576,1.5,0,0.4167,0.1443,0.5,0.25,0.3745,0.1768,0.4444,1.75,2.25
'X1',0.3333,0.3333,0.5,0.5,4,4,5,5,5,9,66,66,1,0,6,3,1,2,2.6,3,2,0.4,1,0.4,0,0.2,0.6,0.4,0,0,0,0,0,0,0,0,0.8,5,4,3,120,40,3,0.4737,0.2878,1.646,0.7615,3,3,3,0,0.6667,0.0473,2,0,0.375,0.3062,1,0.25,0.4995,0.559,0.4,1.75,3.75
'X1',0.3333,0.3333,1,1,2,9,3,3,3,3,69,70,1,0,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.5115,0.4885,1.047,1,2,2,2,0,0.5,0.05557,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X1',0.75,0.75,0.3333,0.3333,1,1,2,2,2,1,67,66,1,0,7,1,2,0,0.3333,2,1,0.6667,0.5,0.6667,0.6667,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.6448,0.3552,1.815,1,2,2,2,0,0.5,0.05786,4,0,0.2188,0.0625,0.25,0.125,0.2495,0,0.5333,1.375,1.875
'X1',0.3333,0.3333,0.5,0.5,2,9,5,5,5,7,69,71,0.6667,0.3333,9,4,2,2,1.4,3,2,0.6,0.3333,0.2,0.2,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,80,120,1.5,0.3347,0.2496,1.341,0.5844,4,5,4,0,0.5,0.03791,2,0,0.375,0.1369,0.5,0.25,0.3995,0.1369,0.3077,2.75,3.25
'X1',0.4,0.4,1,1,2,2,3,3,3,3,72,72,0.6,0.4,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.5,4,3,3,120,80,1.5,0.5216,0.3322,1.57,0.8538,3,3,2,0,0.5,0.04985,2.5,0,0.25,0,0.25,0.25,0.2495,0,0.4444,1.75,2.25
'X1',0.6,0.6,0.6667,0.6667,2,2,2,2,2,2,74,74,0,1,2,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,2,2,1.667,120,40,3,0.4215,0.295,1.429,0.7165,3,3,3,0,1,0.04602,1.25,0,0.7,0.4472,1.5,0.5,0.7495,0.5,0.2222,4,4.5
'X1',1,1,0,0,67,7,1,1,1,0,67,67,1,0,7,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,160,1.333,0.5234,0.4766,1.098,1,2,2,2,0,0.5,0.05562,3,0,0.25,0.125,0.375,0.125,0.2495,0.1768,0.5714,1.25,1.75
'X1',0.3,0.3,0.6667,0.6667,5,5,6,6,6,9,79,77,0,1,7,6,2,2,2.444,6,1,0.3333,0.6667,0.4444,0.1111,0.1111,0.4444,0.3333,0.1111,0,0,0,0,0,2,0,0.375,2.667,6.333,2.25,80,40,2,0.3063,0.2313,1.324,0.5376,5,5,5,0,0.4,0.0367,2.5,0,0.375,0.1318,0.5,0.25,0.3884,0.1318,0.2105,4.25,4.75
'X1',0.4,0.4,0.5,0.5,4,11,4,4,4,5,71,70,1,0,11,2,2,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.75,4,5,2,80,120,1.5,0.2961,0.2914,1.016,0.5874,4,4,4,0,0.25,0.04062,2.5,0,0.3,0.1118,0.5,0.25,0.312,0.125,0.4,2,2.5
'X1',0.25,0.25,1,1,1,1,4,4,4,5,66,68,1,0,6,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.6655,0.3345,1.99,1,2,2,2,0,0.5,0.05855,2,0,0.4375,0.375,1,0.25,0.2495,0,0.3636,2.25,2.75
'X1',1,1,0,0,74,2,1,1,1,0,74,74,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,69,1.159,0.2784,0.2692,1.034,0.5476,4,4,4,0,0.25,0.03922,2,0,0.2812,0.1573,0.5,0.125,0.2912,0.1909,0.4706,1.625,2.125
'X1',0.4,0.4,1,1,2,2,3,3,3,4,67,68,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,4,4,3,80,60,1.333,0.3521,0.3011,1.169,0.6532,4,4,4,0,0.5,0.04097,1,0.8839,0.8,0.4809,1.5,0.25,0.6245,0.3227,0.2,4.5,5
'X1',0.6667,0.6667,0.5,0.5,9,3,2,2,2,9,76,73,0.3333,0.6667,4,1,2,0,4.5,2,9,0.5,1,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,1,48,120,2.5,0.3454,0.3297,1.048,0.6752,3,3,3,0,0.3333,0.04523,1.5,0,0.5,0.25,0.75,0.25,0.6245,0.1768,0.4,2,2.5
'X1',0.4,0.4,1,1,1,1,3,3,3,3,66,67,1,0,6,1,3,0,1.5,4,1,0.25,1,0.5,0.25,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0.3333,3,3,2.5,60,48,1.25,0.2891,0.2751,1.051,0.5642,5,5,5,0,0.4,0.0368,2.5,0,0.35,0.2236,0.75,0.25,0.3745,0.25,0.3636,2.25,2.75
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,80,1.5,0.552,0.448,1.232,1,2,2,2,0,0.5,0.05586,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X1',0.3333,0.3333,0.6667,0.6667,2,2,5,5,5,9,66,66,1,0,6,5,1,2,2.125,4,2,0.5,0.5,0.375,0.25,0,0.5,0.125,0.125,0,0,0,0,0,0,0,0.5,1.5,3.75,2.25,80,120,1.5,0.2297,0.2254,1.019,0.4552,5,5,5,0,0.4,0.03521,2.25,0,0.3611,0.1816,0.75,0.25,0.3745,0.189,0.2353,3.75,4.25
'X1',0.5714,0.5714,0.5,0.5,4,4,3,3,3,7,67,69,0.8571,0.1429,7,2,2,0,1.833,3,4,0.6667,0.25,1,0.6667,0,0,0.1667,0,0,0.1667,0,0,0,0,0.2857,0.5,2,4,1,120,160,1.333,0.3482,0.221,1.575,0.5692,5,6,5,0,0.6,0.03626,1.75,0,0.4643,0.4772,1.5,0.125,0.4578,0.5224,0.2353,3.75,4.25
'X1',0.25,0.25,1,1,2,2,4,4,4,7,69,72,0.5,0.5,2,4,0,2,2.333,2,1,0.6667,0.5,0.3333,0,0,0.6667,0.3333,0,0,0,0,0,0,0,0,1,0,0,0,120,80,1.5,0.6617,0.3383,1.956,1,2,2,2,0,0.5,0.05842,2,0,0.2812,0.0625,0.375,0.25,0.2495,0,0.4706,1.625,2.125
'X1',0.6667,0.6667,0.5,0.5,5,7,2,2,2,5,69,70,0.6667,0.3333,9,2,1,0,2.5,2,5,0.5,1,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.6552,0.3448,1.9,1,2,2,2,0,1,0.0582,1.5,0,0.4167,0.1443,0.5,0.25,0.4995,0,0.4444,1.75,2.25
'X1',1,1,0,0,71,11,1,1,1,0,71,71,1,0,11,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
'X1',0.4,0.4,1,1,3,9,3,3,3,3,71,72,0.6,0.4,2,1,3,3,2.25,3,2,0.5,0.5,0.5,0,0.25,0.5,0.5,0,0,0,0,0,0,0,0,0.75,2,3,2.5,120,60,2,0.3845,0.2501,1.537,0.6346,5,5,5,0,0.6,0.03943,1.667,0,0.45,0.1118,0.5,0.25,0.437,0.125,0.3077,2.75,3.25
'X1',0.2222,0.2222,1,1,2,2,5,5,5,7,64,67,1,0,4,4,2,2,2.5,5,1,0.375,0.6667,0.25,0,0.25,0.625,0.25,0.125,0,0,0,0,0,1,0,0.5,2,4.5,4.25,120,60,2,0.2881,0.228,1.263,0.5161,5,5,5,0,0.6,0.0366,2.25,0,0.4167,0.25,1,0.25,0.437,0.2588,0.2105,4.25,4.75
'X1',0.25,0.25,1,1,2,2,4,4,4,5,74,76,0,1,2,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,1.5,0.5,0.2705,1.848,0.7705,3,3,3,0,0.3333,0.04806,2,0,0.3125,0.125,0.5,0.25,0.3328,0.1443,0.4444,1.75,2.25
'X1',0.4286,0.4286,0.3333,0.3333,3,8,5,5,5,7,69,69,0.8571,0.1429,9,4,1,2,2.5,4,1,0.3333,1,0.5,0,0.1667,0.5,0.5,0,0,0,0,0,0,2,0,0.3333,2,4.667,2.5,80,40,2,0.3359,0.2027,1.657,0.5387,5,5,5,0,0.4,0.0372,2.333,0,0.3929,0.1336,0.5,0.25,0.3745,0.1369,0.2667,3.25,3.75
'X1',0.375,0.375,0.6667,0.6667,2,2,4,4,4,7,69,69,0.875,0.125,9,3,3,2,2.571,5,2,0.4286,0.3333,0.4286,0.1429,0,0.4286,0.2857,0.1429,0,0,0,0,0,1,0,0.5,2,4.667,3.5,120,60,2,0.2695,0.2639,1.021,0.5334,5,5,5,0,0.6,0.03612,2,0,0.375,0.1336,0.5,0.25,0.3567,0.1336,0.25,3.5,4
'X1',1,1,0,0,74,2,1,1,1,0,74,74,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.1667,0.07217,0.25,0.125,0.187,0.08839,0.6667,0.9995,1.5
'X1',0.5,0.5,0.5,0.5,2,2,3,3,3,4,74,75,0,1,2,1,3,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,1,0,0,1,80,60,1.333,0.3561,0.2211,1.611,0.5772,4,4,4,0,0.5,0.04023,1.333,0,0.5,0.2041,0.75,0.25,0.4995,0.25,0.3333,2.5,3
'X1',0.4286,0.4286,0.6667,0.6667,2,2,4,4,4,5,69,70,0.8571,0.1429,9,2,3,3,2.167,3,1,0.5,0.6667,0.6667,0.1667,0,0.3333,0.5,0,0,0,0,0,0,0,0.1429,0.6,2.5,5,2.333,120,60,2,0.3514,0.2725,1.289,0.6239,3,6,3,0,1,0.03896,2.333,0,0.4107,0.1391,0.5,0.125,0.4162,0.1514,0.2581,3.375,3.875
'X1',0.4,0.4,0.5,0.5,3,2,4,4,4,5,74,73,0.4,0.6,2,2,2,2,1.75,2,1,0.75,0.3333,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0.75,4,5,2,120,60,2,0.3008,0.282,1.067,0.5828,4,4,4,0,0.5,0.04023,2.5,0,0.3,0.1118,0.5,0.25,0.312,0.125,0.4,2,2.5
'X1',0.3333,0.3333,1,1,2,2,3,3,3,4,72,74,0.3333,0.6667,0,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.552,0.448,1.232,1,2,2,2,0,0.5,0.05586,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X1',0.6667,0.6667,0.1667,0.1667,2,2,4,4,4,7,74,74,0.1111,0.8889,2,3,2,0,2,3,2,0.375,1,0.375,0.375,0,0.375,0,0.25,0,0,0,0,0,0,0,0.4,1.667,4,1.4,120,80,1.5,0.2487,0.2482,1.002,0.4969,5,5,5,0,0.6,0.0355,2.25,0,0.3333,0.125,0.5,0.25,0.3433,0.1294,0.25,3.5,4
'X1',0.4545,0.4545,0.4,0.4,2,2,5,5,5,10,62,62,1,0,2,4,2,0,1.3,5,2,0.5,0.4,0.6,0.5,0.1,0.3,0.1,0.1,0,0,0,0,0,0,0,0.6,5,3,1.5,80,40,2,0.2627,0.1884,1.394,0.451,5,5,5,0,0.4,0.03524,2.2,1.945,0.3864,0.1719,0.75,0.25,0.3745,0.1768,0.1905,4.75,5.25
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,76,75,0,1,4,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,66,65,1,0,6,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
'X1',0.25,0.25,1,1,1,2,4,4,4,8,71,74,0.5,0.5,0,3,1,1,2.667,3,1,0.3333,1,0,0,0.3333,0.6667,0,0.3333,0,0,0,0,0,0,0.25,1,0,0,0,120,96,1.25,0.4339,0.2002,2.167,0.6341,4,4,4,0,0.5,0.04251,2,0,0.375,0.1768,0.5,0.125,0.3328,0.1909,0.4,2,2.5
'X1',0.4,0.4,0.5,0.5,2,2,4,4,4,5,67,67,1,0,7,2,2,2,1.25,3,2,0.5,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,80,40,2,0.3085,0.2861,1.078,0.5946,5,5,5,0,0.4,0.03755,1.25,0,0.6,0.4183,1.25,0.25,0.437,0.2394,0.25,3.5,4
'X1',0.5,0.5,0.6667,0.6667,2,2,3,3,3,4,74,74,0.1667,0.8333,2,1,3,0,1.6,3,2,0.4,1,0.6,0.4,0,0.4,0.2,0,0,0,0,0,0,0,0,0.3333,3,4,2.333,60,48,1.25,0.2103,0.1966,1.07,0.4069,4,8,8,0,0.25,0.02915,3,0,0.2917,0.2327,0.75,0.125,0.2995,0.2592,0.3636,2.25,2.75
'X1',0.375,0.375,0.6667,0.6667,2,11,4,4,4,5,71,70,1,0,11,2,3,2,1.571,2,1,0.5714,0.75,0,0,0.4286,1,0,0,0,0,0,0,0,0,0,0.4286,3.5,5,3.5,120,80,1.5,0.3045,0.2518,1.209,0.5562,4,5,5,0,0.6,0.03716,2.667,0,0.2812,0.08839,0.5,0.25,0.2495,0,0.3077,2.75,3.25
'X1',0.5,0.5,0.3333,0.3333,5,2,4,4,4,7,76,75,0.1667,0.8333,4,3,2,2,2.4,4,2,0.4,0.5,0.4,0.2,0,0.4,0.2,0.2,0,0,0,0,0,0,0,0.25,4,7,2,48,120,2.5,0.2067,0.2067,1,0.4135,7,7,7,0,0.2857,0.03043,2,0,0.3333,0.2458,0.75,0.125,0.3745,0.25,0.3333,2.5,3
'X1',0.4,0.4,0.5,0.5,2,9,4,4,4,5,69,69,1,0,9,2,2,2,2,3,1,0.5,0.5,0.25,0,0.25,0.75,0.25,0,0,0,0,0,0,0,0,0.25,4,3,3,60,40,1.5,0.4177,0.2012,2.076,0.6189,4,4,4,0,0.5,0.04195,1.25,0,0.6,0.3791,1,0.25,0.6245,0.433,0.25,3.5,4
'X1',0.4,0.4,1,1,3,9,3,3,3,3,71,72,0.6,0.4,2,1,3,0,1.5,4,1,0.25,1,0.5,0.25,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0.3333,3,3,2.5,120,80,1.5,0.366,0.2532,1.446,0.6192,4,4,4,0,0.75,0.04119,1.667,0,0.4,0.1369,0.5,0.25,0.3745,0.1443,0.3333,2.5,3
'X1',0.4,0.4,0.5,0.5,2,9,4,4,4,5,69,69,1,0,9,2,2,2,2,3,1,0.5,0.5,0.25,0,0.25,0.75,0.25,0,0,0,0,0,0,0,0,0.5,4,5,3,120,96,1.25,0.3312,0.1789,1.851,0.5101,5,5,5,0,0.2,0.0367,2.5,0,0.225,0.0559,0.25,0.125,0.2183,0.0625,0.4706,1.625,2.125
