@relation groupran
@attribute class {'X1','X2','X3','X4','X5'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Rhythmic_Looseness numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X4',0.75,0.75,0.3333,0.3333,3,3,2,2,2,3,67,66,1,0,7,1,2,0,1,2,3,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X4',0.3333,0.3333,1,1,9,2,3,3,3,11,63,69,0.6667,0.3333,0,1,3,9,10,2,2,0.5,1,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,2,9,0,120,60,2,0.6667,0.3333,2,1,2,2,2,0,1,0.0586,1.5,0,0.4167,0.1443,0.5,0.25,0,0.4995,0,0.4444,1.75,2.25
'X4',0.3333,0.3333,1,1,2,2,4,4,4,9,69,72,0.6667,0.3333,9,2,2,0,3.6,5,2,0.2,1,0.6,0.2,0,0.2,0.4,0,0,0,0.2,0,0,0,1,0,0.25,4,9,3,60,120,2,0.3,0.3,1,0.6,3,5,5,0,0.4,0.03823,2,0,0.4583,0.2923,1,0.25,0,0.4995,0.3062,0.2667,3.25,3.75
'X4',0.6667,0.6667,0.5,0.5,4,4,2,2,2,4,74,75,0,1,2,1,2,0,2,2,4,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X4',0.5,0.5,0.5,0.5,5,5,3,3,3,5,67,65,1,0,7,2,2,0,1.667,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X4',0.5,0.5,0.6667,0.6667,2,2,3,3,3,5,74,75,0,1,2,2,2,2,2.8,3,3,0.4,1,0.2,0.2,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0.5,1.333,4,2.667,48,80,1.667,0.3333,0.2222,1.5,0.5556,5,5,5,0,0.2,0.03778,1.5,0,0.5,0.2236,0.75,0.25,0,0.5495,0.2092,0.25,3.5,4
'X4',0.5,0.5,0.5,0.5,1,11,3,3,3,3,71,72,0.75,0.25,11,1,3,1,2,3,1,0.3333,1,0.3333,0,0.3333,0.6667,0.3333,0,0,0,0,0,0,0,0,0,0.3333,3,3,3,80,40,2,0.4,0.2,2,0.6,4,4,4,0,0.5,0.04137,1.333,0,0.5312,0.2954,0.75,0.125,0,0.6662,0.1443,0.32,2.625,3.125
'X4',0.4286,0.4286,0.6667,0.6667,2,2,4,4,4,6,76,75,0.1429,0.8571,4,1,4,2,2.667,2,2,0.6667,0.5,0.3333,0,0,0.6667,0.3333,0,0,0,0,0,0,0,0,0,0.3333,1.5,3.5,2,120,80,1.5,0.3077,0.2308,1.333,0.5385,5,5,5,0,0.6,0.03646,2.333,0,0.3929,0.1967,0.75,0.25,0,0.3745,0.2092,0.2667,3.25,3.75
'X4',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,69,68,1,0,9,1,2,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.5,2,2,1.5,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25
'X4',0.25,0.5,1,0.5,7,7,4,4,3,12,62,69,0.75,0.25,2,2,2,2,7.667,3,7,0.3333,1,0.3333,0,0,0.3333,0,0,0,0,0.3333,0,0.3333,0,0,0,0.6667,1.5,5.5,0,80,120,1.5,0.4,0.4,1,0.8,3,3,3,0,0.3333,0.04702,2,0,0.375,0.1443,0.5,0.25,0,0.4162,0.1443,0.4,2,2.5
'X4',0.6,0.6,0.3333,0.3333,4,4,3,3,3,4,66,64,1,0,6,1,3,4,2.5,3,4,0.5,0.5,0.75,0.25,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0.6667,1.5,3,1.5,120,54,2.222,0.2857,0.1429,2,0.4286,6,6,6,0,0.1667,0.0333,2.5,0,0.25,0.08839,0.375,0.125,0,0.2808,0.0625,0.4444,1.75,2.25
'X4',0.4,0.4,0.5,0.5,8,3,4,4,4,10,67,65,1,0,7,3,1,0,2.5,4,2,0.25,1,0.5,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,1,120,54,2.222,0.2857,0.1429,2,0.4286,6,6,6,0,0.1667,0.0333,1.667,0,0.425,0.326,1,0.25,0,0.2808,0.0625,0.32,2.625,3.125
'X4',0.3333,0.3333,1,1,3,3,3,3,3,5,66,68,1,0,6,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.2917,0.1909,0.5,0.125,0,0.187,0.08839,0.5333,1.375,1.875
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.2083,0.07217,0.25,0.125,0,0.187,0.08839,0.6154,1.125,1.625
'X4',0.25,0.25,1,1,2,2,4,4,4,10,64,67,0.75,0.25,2,2,2,2,4,3,1,0.3333,1,0.6667,0,0,0.3333,0.3333,0,0,0.3333,0,0,0,0,0,0,0.3333,3,10,0,120,44,2.727,0.3333,0.1667,2,0.5,5,5,5,0,0.4,0.03674,2,0,0.4688,0.0625,0.5,0.375,0,0.4578,0.07217,0.3478,2.375,2.875
'X4',0.4286,0.4286,0.6667,0.6667,1,11,4,4,4,7,72,72,0.7143,0.2857,0,2,3,2,3,5,2,0.3333,0.5,0.3333,0.1667,0.1667,0.5,0,0,0.1667,0.1667,0,0,0,0,0,0,0.6,1.667,3.667,3,60,80,1.333,0.2308,0.2308,1,0.4615,5,5,5,0,0.4,0.03543,2.333,0,0.3929,0.244,0.75,0.25,0,0.3328,0.2041,0.2667,3.25,3.75
'X4',0.4,0.4,0.5,0.5,7,4,4,4,4,10,64,69,0.8,0.2,4,2,3,1,5,4,1,0.25,1,0.5,0,0.25,0.5,0,0,0,0.25,0,0.25,0,0,0,0,0.25,4,10,4,120,48,2.5,0.375,0.25,1.5,0.625,4,4,4,0,0.5,0.04146,1.667,0,0.45,0.1118,0.5,0.25,0,0.437,0.125,0.3077,2.75,3.25
'X4',0.3333,0.3333,0.6667,0.6667,2,2,5,5,5,8,76,75,0.2222,0.7778,4,3,1,5,3.5,6,5,0.375,0.3333,0.375,0.125,0.125,0.25,0.125,0.375,0,0.125,0,0,0,0,0,0,0.4286,1.4,5,4,120,60,2,0.25,0.2083,1.2,0.4583,5,5,5,0,0.6,0.03524,2.25,0,0.3333,0.125,0.5,0.25,0,0.3433,0.1294,0.25,3.5,4
'X4',0.75,0.75,0.3333,0.3333,3,9,2,2,2,3,71,71,0.75,0.25,11,1,2,0,1,2,3,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X4',0.5,0.5,0.5,0.5,1,7,3,3,3,8,72,73,0.75,0.25,0,2,2,7,5,2,6,0.6667,0.5,0.6667,0,0.3333,0.3333,0,0,0,0.6667,0,0,0,0,0,0,0.3333,3,7,2,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X4',0.3333,0.3333,1,1,2,2,4,4,4,7,69,69,0.8333,0.1667,9,3,2,2,4,4,2,0.4,0.5,0.4,0,0,0.4,0.2,0.2,0,0.2,0,0,0,0,0,0,0.6,1.25,4.5,4,120,40,3,0.2727,0.1818,1.5,0.4545,5,5,5,0,0.6,0.03539,2,0,0.3333,0.1291,0.5,0.25,0,0.3495,0.1369,0.3333,2.5,3
'X4',0.4286,0.4286,0.3333,0.3333,3,2,5,5,5,7,74,74,0.2857,0.7143,2,3,2,0,2,4,2,0.3333,1,0.5,0.3333,0.1667,0.5,0,0,0,0.1667,0,0,0,0,0,0,0.25,2,5,1,60,120,2,0.3571,0.3571,1,0.7143,3,3,3,0,0.6667,0.04545,1.4,1.237,0.5,0,0.5,0.5,0,0.5828,0.2041,0.3,3.5,5
'X4',0.5,0.5,0.5,0.5,7,5,3,3,3,7,74,71,0.5,0.5,2,2,2,0,2.333,3,3,0.3333,1,1,0.3333,0,0,0.6667,0,0,0,0,0,0,0,1,0,0,0,0,1,96,69,1.391,0.5,0.25,2,0.75,3,3,3,0,0.3333,0.04801,2,0,0.3438,0.1197,0.5,0.25,0,0.2912,0.07217,0.4211,1.875,2.375
'X4',0.25,0.25,1,1,1,4,4,4,4,7,71,74,0.5,0.5,0,3,1,1,3.333,3,1,0.3333,1,0.3333,0,0.3333,0.6667,0,0,0,0.3333,0,0,0,0,0,0,0.3333,1.5,4,0,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X4',0.5,0.5,0.3333,0.3333,7,9,4,4,4,10,69,68,1,0,9,4,1,7,4.8,4,5,0.4,0.5,0.6,0,0,0.2,0.2,0.2,0,0.4,0,0,0,0,0,0.1667,0.6,1.667,7.333,2.5,40,48,1.2,0.25,0.25,1,0.5,4,4,4,0,0.5,0.03903,1.5,0,0.625,0.3062,1,0.25,0,0.6495,0.3354,0.2105,4.25,4.75
'X4',0.5,0.5,0.5,0.5,1,4,3,3,3,5,72,72,0.75,0.25,0,2,1,0,3,3,4,0.3333,1,0.6667,0.3333,0,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0.5,2,4,1,69,80,1.159,0.25,0.25,1,0.5,4,4,4,0,0.25,0.03903,2,0,0.2812,0.1573,0.5,0.125,0,0.2912,0.1909,0.4706,1.625,2.125
'X4',0.2857,0.2857,1,1,4,4,5,5,5,7,72,72,0.5714,0.4286,0,4,2,3,2.833,5,3,0.3333,0.5,0.6667,0.1667,0,0.1667,0.5,0.1667,0,0,0,0,0,0,2,0,0.6,2.5,6,2,80,120,1.5,0.2667,0.2667,1,0.5333,5,5,5,0,0.4,0.03636,2.333,0,0.2857,0.09449,0.5,0.25,0,0.2912,0.1021,0.3333,2.5,3
'X4',0.4,0.4,1,1,5,7,3,3,3,5,69,71,0.6,0.4,2,2,1,5,3.75,3,3,0.5,0.5,0.25,0,0,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0.5,2,5,3,60,120,2,0.2857,0.2857,1,0.5714,5,5,5,0,0.4,0.03694,1.25,0,0.55,0.2092,0.75,0.25,0,0.4995,0.2041,0.3529,3.75,4.25
'X4',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,3,4,2,2,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,2,5,0,120,60,2,0.6667,0.3333,2,1,2,2,2,0,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5
'X4',0.6667,0.6667,0.5,0.5,1,11,2,2,2,1,71,71,1,0,11,1,2,0,0.5,2,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,160,1.333,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,3,0,0.25,0.125,0.375,0.125,0,0.2495,0.1768,0.5714,1.25,1.75
'X4',0.4444,0.4444,0.5,0.5,2,7,4,4,4,7,71,72,0.6667,0.3333,11,4,1,5,3.625,5,3,0.375,0.6667,0.375,0.125,0,0.25,0.125,0.375,0,0.125,0,0,0,0,0,0,0.5714,1.4,5.4,2.6,120,60,2,0.2609,0.2174,1.2,0.4783,5,5,5,0,0.6,0.03567,3,0,0.2778,0.08333,0.5,0.25,0,0.2808,0.08839,0.2857,3,3.5
'X4',0.4,0.4,0.5,0.5,7,2,4,4,4,9,74,72,0.4,0.6,2,4,1,7,4,3,7,0.5,0.5,0.75,0.25,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0.3333,3,9,1,60,80,1.333,0.25,0.25,1,0.5,5,5,5,0,0.4,0.03645,1.667,0,0.5,0.1768,0.75,0.25,0,0.4995,0.2041,0.2857,3,3.5
'X4',0.25,0.25,1,1,5,5,5,5,5,10,64,69,0.875,0.125,4,4,1,5,5,5,4,0.4286,0.3333,0.2857,0,0.1429,0.2857,0,0.4286,0,0.1429,0,0.1429,0,0,0,0,0.4286,1.4,6.6,3.667,160,48,3.333,0.2143,0.1429,1.5,0.3571,6,7,7,0,0.2857,0.0303,2,0,0.4219,0.2494,0.75,0.125,0,0.4102,0.2673,0.2286,3.875,4.375
'X4',0.75,0.75,0.3333,0.3333,3,9,2,2,2,3,74,73,0.25,0.75,2,1,2,0,1,2,3,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.4375,0.2394,0.75,0.25,0,0.3328,0.1443,0.3636,2.25,2.75
'X4',0.5,0.5,0.5,0.5,7,7,3,3,3,7,79,77,0.25,0.75,7,2,2,7,5,2,6,0.6667,0.5,0.6667,0,0.3333,0.3333,0,0,0,0.6667,0,0,0,0,0,0,0.6667,1.5,4,2,120,160,1.333,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,4,0,0.1562,0.0625,0.25,0.125,0,0.1662,0.07217,0.6154,1.125,1.625
'X4',0.3333,0.3333,0.5,0.5,1,7,5,5,5,6,67,68,1,0,7,2,2,4,3.4,4,3,0.4,0.5,0.4,0,0.2,0.4,0.4,0,0.2,0,0,0,0,0,0,0,0.6,1.667,5,2,120,48,2.5,0.3636,0.1818,2,0.5455,4,5,4,0,0.5,0.0382,2,0,0.4167,0.1291,0.5,0.25,0,0.4495,0.1118,0.2857,3,3.5
'X4',0.2727,0.2727,1,1,2,2,5,5,5,8,67,67,1,0,7,3,2,2,2.4,6,2,0.4,0.5,0.4,0.2,0.1,0.5,0.1,0.1,0,0.1,0,0,0,0,0,0,0.375,2,4.75,3.833,80,60,1.333,0.1818,0.1364,1.333,0.3182,3,10,8,0,0.375,0.02616,1.833,1.237,0.5,0.3307,1.25,0.25,0,0.4245,0.2297,0.1538,6,6.5
'X4',0.4286,0.4286,0.3333,0.3333,5,8,5,5,5,9,69,68,0.8571,0.1429,9,5,1,5,4.667,5,3,0.3333,0.5,0.3333,0,0,0.1667,0.3333,0.3333,0,0,0.1667,0,0,0,1,0,0.5,1.2,5.2,3,120,60,2,0.3571,0.2143,1.667,0.5714,5,5,5,0,0.6,0.03779,1.75,0,0.4643,0.09449,0.5,0.25,0,0.4578,0.1021,0.2353,3.75,4.25
'X4',0.5,0.5,0.6667,0.6667,2,2,3,3,3,7,66,66,1,0,6,3,2,2,3.2,2,3,0.6,0.6667,0,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0.6,1.667,3.667,2,80,40,2,0.3,0.2,1.5,0.5,4,5,5,0,0.4,0.03655,1.5,0,0.5,0.2739,1,0.25,0,0.4995,0.3062,0.25,3.5,4
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,65,65,1,0,5,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,60,1.5,0.3333,0.3333,1,0.6667,3,3,3,0,0.6667,0.04522,1.5,0,0.5833,0.3819,1,0.25,0,0.7495,0.3536,0.3636,2.25,2.75
'X4',0.6667,0.6667,0.5,0.5,4,4,2,2,2,4,76,74,0.3333,0.6667,4,1,2,0,2,2,4,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,80,40,2,0.6667,0.3333,2,1,2,2,2,0,1,0.0586,1,0,0.6667,0.1443,0.75,0.5,0,0.7495,0,0.3333,2.5,3
'X4',0.25,0.25,1,1,1,4,4,4,4,8,66,69,0.75,0.25,2,3,1,2,5,3,3,0.3333,1,0,0,0,0.3333,0,0.3333,0,0,0.3333,0,0,0,0,0,0.3333,3,8,0,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X4',0.25,0.25,1,1,5,7,6,6,6,9,69,71,0.625,0.375,2,6,0,3,4.714,6,1,0.2857,0.5,0.5714,0,0,0.1429,0.4286,0.1429,0,0.1429,0.1429,0,0,0,2,0,0.2857,1.75,7,4,40,48,1.2,0.2143,0.2143,1,0.4286,5,5,5,0,0.6,0.03517,2,0,0.4062,0.352,1.25,0.25,0,0.4281,0.374,0.2353,3.75,4.25
'X4',0.4,0.4,1,1,7,5,3,3,3,8,67,69,0.6,0.4,2,2,1,0,2.25,3,1,0.5,0.5,0.5,0.5,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0,0.5,2,8,1,120,60,2,0.4444,0.3333,1.333,0.7778,3,3,3,0,1,0.04689,1.667,0,0.5,0,0.5,0.5,0,0.4995,0,0.2857,3,3.5
'X4',0.5714,0.5714,0.5,0.5,5,7,3,3,3,5,74,72,0.4286,0.5714,2,2,2,5,2.833,3,5,0.5,0.6667,0.3333,0.3333,0,0.1667,0,0.5,0,0,0,0,0,0,0,0,0.5,1.333,4,1.5,80,120,1.5,0.3,0.3,1,0.6,3,5,5,0,0.4,0.03823,1.75,0,0.4643,0.2673,1,0.25,0,0.4995,0.2739,0.2353,3.75,4.25
'X4',0.2857,0.2857,1,1,7,5,5,5,5,11,67,72,0.4286,0.5714,2,3,0,7,6.5,5,5,0.3333,0.5,0.6667,0,0,0.1667,0.1667,0,0,0.3333,0.1667,0.1667,0,0,0,0,0.5,1.5,8,4,160,44,3.636,0.2,0.1333,1.5,0.3333,5,9,9,0,0.3333,0.02769,2.333,0,0.375,0.1021,0.5,0.25,0,0.3953,0.0941,0.2759,3.125,3.625
'X4',0.5,0.75,0.5,0.3333,9,3,3,3,2,12,67,72,0.5,0.5,7,1,2,12,11,2,3,0.6667,0.5,0.6667,0,0,0,0,0,0,0,0.3333,0,0.6667,0,0,0,0.3333,1.5,10.5,2,48,60,1.25,0.25,0.25,1,0.5,4,4,4,0,0.25,0.03903,1.333,0,0.5,0.3536,1,0.25,0,0.5828,0.3819,0.3333,2.5,3
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,72,72,0.6667,0.3333,0,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,80,1.333,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.5833,0.2887,0.75,0.25,0,0.4995,0.3536,0.3636,2.25,2.75
'X4',0.5714,0.5714,0.5,0.5,4,4,3,3,3,4,71,69,1,0,11,1,3,4,3.333,2,2,0.6667,0.5,0.6667,0,0,0.3333,0.6667,0,0,0,0,0,0,0,0,0,0.5,1.2,3.2,2,40,120,3,0.3333,0.3333,1,0.6667,4,4,4,0,0.75,0.04166,1.4,1.237,0.6071,0.4756,1.5,0.25,0,0.6662,0.4916,0.1905,4.75,5.25
'X4',1,1,0,0,74,2,1,1,1,0,74,74,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,160,1.667,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,3,0,0.25,0.125,0.375,0.125,0,0.312,0.08839,0.5714,1.25,1.75
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,67,66,1,0,7,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.2083,0.07217,0.25,0.125,0,0.187,0.08839,0.6154,1.125,1.625
'X4',0.5,0.5,0.3333,0.3333,2,2,4,4,4,5,74,75,0,1,2,2,3,0,1.8,4,2,0.4,0.5,0.8,0.4,0,0.2,0.4,0,0,0,0,0,0,0,1,0,0.3333,1.5,2.5,1,120,80,1.5,0.3,0.2,1.5,0.5,2,7,7,0,0.2857,0.03296,3,0,0.2361,0.03409,0.25,0.1665,0,0.2328,0.03734,0.4138,1.916,2.417
'X4',0.3333,0.3333,1,1,2,2,4,4,4,9,74,74,0.1667,0.8333,2,3,3,7,4,4,7,0.4,0.5,0.8,0.2,0,0.2,0.2,0,0,0.4,0,0,0,0,0,0,0.5,1.333,5.333,1.5,54,69,1.278,0.1667,0.1667,1,0.3333,3,9,9,0,0.2222,0.02725,3,0,0.2917,0.1291,0.5,0.125,0,0.2995,0.1425,0.3636,2.25,2.75
'X4',0.3333,0.3333,1,1,1,1,4,4,4,5,78,78,0,1,6,2,2,3,2.2,2,2,0.6,0.6667,0.6,0,0.4,0.4,0.6,0,0,0,0,0,0,0,0,0,0.4,1.25,2,3,120,80,1.5,0.4,0.3,1.333,0.7,3,4,3,0,0.6667,0.04285,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.4,2,2.5
'X4',0.5714,0.5714,0.25,0.25,2,11,4,4,4,7,71,71,0.8571,0.1429,11,3,2,1,2.667,3,1,0.3333,1,0,0,0.3333,0.6667,0,0.3333,0,0,0,0,0,0,0,0.1429,0.5,1.5,3.75,2,44,96,2.182,0.1875,0.1875,1,0.375,5,8,8,0,0.125,0.02981,1.75,0,0.4286,0.305,1,0.125,0,0.3328,0.1882,0.25,3.5,4
'X4',0.5,0.5,0.5,0.5,4,9,3,3,3,7,71,70,0.75,0.25,11,2,1,0,3.333,3,3,0.3333,1,1,0.3333,0,0,0.3333,0,0,0.3333,0,0,0,0,0,0,0.5,2,7,1,80,60,1.333,0.5,0.25,2,0.75,3,3,3,0,0.3333,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25
'X4',0.4286,0.4286,0.3333,0.6667,11,1,5,5,4,14,66,64,1,0,6,3,2,0,4.667,6,2,0.1667,1,0.6667,0.1667,0,0.1667,0.1667,0.1667,0,0.1667,0,0.1667,0,0,0,0,0.6,2.5,12.5,3,120,40,3,0.3636,0.1818,2,0.5455,4,5,4,0,0.75,0.0382,1.75,0,0.4286,0.2782,1,0.25,0,0.4162,0.3028,0.25,3.5,4
'X4',0.5,0.5,0.5,0.5,2,2,3,3,3,5,64,65,1,0,4,2,2,5,4,2,3,0.6667,0.5,0,0,0,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0.3333,1.5,3.5,2,54,80,1.481,0.2,0.2,1,0.4,5,5,5,0,0.4,0.0348,2,0,0.3438,0.1197,0.5,0.25,0,0.3745,0.125,0.4211,1.875,2.375
'X4',0.5714,0.5714,0.5,0.5,2,2,3,3,3,7,76,74,0.1429,0.8571,4,3,2,2,2.5,3,2,0.6667,0.25,0.3333,0.1667,0,0.6667,0,0,0,0.1667,0,0,0,0,0,0,0.4,1.25,2,1.75,48,120,2.5,0.3333,0.3333,1,0.6667,4,4,4,0,0.25,0.04166,1.4,1.237,0.5536,0.2266,0.75,0.125,0,0.7078,0.2923,0.2791,3,5.375
'X4',0.4,0.4,0.5,0.5,7,2,4,4,4,7,74,71,0.6,0.4,2,3,2,2,3.75,3,2,0.5,0.5,0.5,0,0,0.5,0.25,0,0,0.25,0,0,0,0,0,0,0.5,1.333,4.333,2,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0,0.6,0.03903,1.667,0,0.4,0.1369,0.5,0.25,0,0.437,0.125,0.3333,2.5,3
'X4',0.2857,0.2857,0.5,0.5,7,4,6,6,6,10,64,62,1,0,4,4,1,5,6.167,4,2,0.3333,1,0.5,0,0,0,0.1667,0.3333,0,0.3333,0.1667,0,0,0,0,0,0.5,1.2,6,2,40,48,1.2,0.2308,0.2308,1,0.4615,5,5,5,0,0.6,0.03543,2.333,0,0.3214,0.189,0.75,0.25,0,0.3328,0.2041,0.3077,2.75,3.25
'X4',0.5,0.5,0.5,0.5,4,5,3,3,3,7,67,69,0.75,0.25,7,2,2,4,5,2,3,0.6667,0.5,1,0,0,0,0.6667,0,0,0.3333,0,0,0,0,0,0,0.6667,1.5,4,2,80,60,1.333,0.5,0.25,2,0.75,3,3,3,0,0.3333,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
